,EmployeeNumber,Gender,City,JobTitle,DepartmentName,StoreLocation,Division,Age,LengthService,AbsentHours
7366,7367,M,Boston Bar,Cashier,Customer Service,Chilliwack,Stores,52.0,6.18,121.55
7367,7368,F,Fort St John,Shelf Stocker,Processed Foods,Fort St John,Stores,48.0,6.43,128.57
7368,7369,M,Surrey,Cashier,Customer Service,Surrey,Stores,37.0,5.68,0.0
7369,7370,M,New Westminister,Shelf Stocker,Processed Foods,New Westminister,Stores,26.0,5.83,0.0
7370,7371,F,Kamloops,Shelf Stocker,Processed Foods,Kamloops,Stores,69.0,6.68,272.53
7371,7372,F,Victoria,Shelf Stocker,Processed Foods,Victoria,Stores,45.0,4.43,75.79
7372,7373,F,Qualicum Beach,Cashier,Customer Service,Nanaimo,Stores,51.0,4.39,99.16
7373,7374,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,41.0,3.05,61.69
7374,7375,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,35.0,4.64,48.63
7375,7376,M,Prince George,Cashier,Customer Service,Prince George,Stores,29.0,2.05,0.0
7376,7377,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,61.0,7.71,169.11
7377,7378,F,Prince George,Cashier,Customer Service,Prince George,Stores,46.0,4.3,69.47
7378,7379,F,Trail,Cashier,Customer Service,Trail,Stores,43.0,3.31,85.93
7379,7380,F,Surrey,Cashier,Customer Service,Surrey,Stores,38.0,4.23,50.24
7380,7381,F,Terrace,Cashier,Customer Service,Terrace,Stores,37.0,4.96,66.65
7381,7382,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,57.0,4.52,142.78
7382,7383,M,Richmond,Shelf Stocker,Processed Foods,Richmond,Stores,44.0,5.32,71.46
7383,7384,M,Kamloops,Shelf Stocker,Processed Foods,Kamloops,Stores,29.0,3.99,0.0
7384,7385,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,42.0,5.29,81.26
7385,7386,M,Aldergrove,Cashier,Customer Service,Aldergrove,Stores,45.0,4.03,56.35
7386,7387,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,42.0,4.84,58.41
7387,7388,F,Tumbler Ridge,Shelf Stocker,Processed Foods,Fort St John,Stores,50.0,7.72,86.51
7388,7389,F,Duncan,Cashier,Customer Service,Quesnel,Stores,63.0,6.77,230.97
7389,7390,F,Golden,Shelf Stocker,Processed Foods,Cranbrook,Stores,29.0,3.81,7.28
7390,7391,F,Hansard,Cashier,Customer Service,Prince George,Stores,38.0,4.25,37.8
7391,7392,F,Vernon,Cashier,Customer Service,Vernon,Stores,37.0,2.92,21.38
7392,7393,M,Blueberry,Shelf Stocker,Processed Foods,Kamloops,Stores,53.0,5.47,66.72
7393,7394,M,Victoria,Shelf Stocker,Processed Foods,Victoria,Stores,34.0,5.19,46.28
7394,7395,M,Trail,Cashier,Customer Service,Trail,Stores,41.0,4.51,2.81
7395,7396,F,Aiyansh,Cashier,Customer Service,Terrace,Stores,37.0,5.35,31.1
7396,7397,M,Richmond,Shelf Stocker,Processed Foods,Richmond,Stores,58.0,5.42,114.94
7397,7398,M,Bella Bella,Cashier,Customer Service,Bella Bella,Stores,31.0,2.67,0.0
7398,7399,F,New Westminster,Shelf Stocker,Processed Foods,New Westminster,Stores,37.0,3.57,68.98
7399,7400,M,Parson,Shelf Stocker,Processed Foods,Cranbrook,Stores,47.0,5.8,51.1
7400,7401,F,Aldergrove,Cashier,Customer Service,Aldergrove,Stores,48.0,5.85,68.53
7401,7402,M,Lower Post,Shelf Stocker,Processed Foods,Fort St John,Stores,51.0,2.28,110.85
7402,7403,F,Alexis Creek,Cashier,Customer Service,Williams Lake,Stores,41.0,3.63,66.11
7403,7404,M,Aldergrove,Cashier,Customer Service,Aldergrove,Stores,49.0,4.84,76.6
7404,7405,M,West Vancouver,Shelf Stocker,Processed Foods,West Vancouver,Stores,41.0,8.06,19.88
7405,7406,M,Fort Nelson,Cashier,Customer Service,Fort Nelson,Stores,44.0,3.58,24.09
7406,7407,M,Vallican,Cashier,Customer Service,Trail,Stores,49.0,3.25,71.33
7407,7408,F,Aldergrove,Cashier,Customer Service,Aldergrove,Stores,43.0,5.17,42.21
7408,7409,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,26.0,5.02,0.0
7409,7410,M,Chilliwack,Cashier,Customer Service,Chilliwack,Stores,64.0,2.99,135.43
7410,7411,M,West Vancouver,Shelf Stocker,Processed Foods,West Vancouver,Stores,38.0,5.02,15.76
7411,7412,F,Surrey,Cashier,Customer Service,Surrey,Stores,33.0,5.59,51.48
7412,7413,M,Prince George,Cashier,Customer Service,Prince George,Stores,58.0,1.47,163.42
7413,7414,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,41.0,4.68,41.47
7414,7415,F,Victoria,Shelf Stocker,Processed Foods,Victoria,Stores,39.0,4.54,0.0
7415,7416,M,Hope,Cashier,Customer Service,Chilliwack,Stores,53.0,1.59,103.35
7416,7417,M,Aldergrove,Cashier,Customer Service,Aldergrove,Stores,56.0,6.63,71.73
7417,7418,F,Fort Fraser,Cashier,Customer Service,Prince George,Stores,49.0,5.07,85.9
7418,7419,M,Fort St John,Shelf Stocker,Processed Foods,Fort St John,Stores,36.0,2.05,14.21
7419,7420,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,48.0,4.93,101.83
7420,7421,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,45.0,6.11,37.13
7421,7422,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,45.0,1.18,21.33
7422,7423,F,Sparwood,Shelf Stocker,Processed Foods,Cranbrook,Stores,43.0,3.06,107.23
7423,7424,F,Squamish,Cashier,Customer Service,Squamish,Stores,28.0,5.16,0.0
7424,7425,F,Okanagan Falls,Cashier,Customer Service,Bella Bella,Stores,31.0,3.87,0.0
7425,7426,M,Victoria,Shelf Stocker,Processed Foods,Victoria,Stores,22.0,5.57,0.0
7426,7427,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,41.0,2.87,38.05
7427,7428,M,Victoria,Shelf Stocker,Processed Foods,Victoria,Stores,50.0,5.59,129.94
7428,7429,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,43.0,3.67,66.21
7429,7430,M,Surrey,Cashier,Customer Service,Surrey,Stores,38.0,5.48,63.97
7430,7431,M,Fort St John,Shelf Stocker,Processed Foods,Fort St John,Stores,62.0,6.85,169.29
7431,7432,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,35.0,5.6,56.34
7432,7433,M,Campbell River,Cashier,Customer Service,Nanaimo,Stores,46.0,3.62,81.01
7433,7434,M,Langley,Cashier,Customer Service,Langley,Stores,35.0,4.32,5.27
7434,7435,M,Yale,Cashier,Customer Service,Chilliwack,Stores,52.0,3.68,72.99
7435,7436,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,35.0,3.46,16.49
7436,7437,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,49.0,3.16,98.34
7437,7438,M,Merritt,Shelf Stocker,Processed Foods,Kamloops,Stores,41.0,6.19,25.5
7438,7439,M,Armstrong,Cashier,Customer Service,Vernon,Stores,23.0,3.92,0.0
7439,7440,M,Whistler,Cashier,Customer Service,Squamish,Stores,30.0,4.73,13.81
7440,7441,F,Haney,Meat Cutter,Meats,Haney,Stores,29.0,2.59,0.0
7441,7442,F,Oliver,Shelf Stocker,Processed Foods,Kelowna,Stores,50.0,4.69,140.16
7442,7443,F,Terrace,Cashier,Customer Service,Terrace,Stores,43.0,4.3,88.5
7443,7444,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,38.0,7.16,43.18
7444,7445,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,41.0,5.07,48.92
7445,7446,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,26.0,8.79,0.0
7446,7447,M,New Westminster,Shelf Stocker,Processed Foods,New Westminster,Stores,42.0,5.13,0.0
7447,7448,F,Chilako River,Cashier,Customer Service,Prince George,Stores,37.0,4.24,59.8
7448,7449,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,48.0,4.57,38.12
7449,7450,F,Granisle,Cashier,Customer Service,Terrace,Stores,43.0,5.19,46.41
7450,7451,F,Giscome,Cashier,Customer Service,Prince George,Stores,48.0,5.38,115.15
7451,7452,M,Bella Bella,Cashier,Customer Service,Bella Bella,Stores,46.0,5.97,74.1
7452,7453,M,Dragon Lake,Cashier,Customer Service,Quesnel,Stores,62.0,8.62,100.91
7453,7454,M,New Westminster,Shelf Stocker,Processed Foods,New Westminster,Stores,41.0,0.71,74.09
7454,7455,M,Richmond,Cashier,Customer Service,Richmond,Stores,42.0,5.19,27.09
7455,7456,M,Port Alberni,Cashier,Customer Service,Nanaimo,Stores,54.0,4.76,73.52
7456,7457,F,Fort St John,Shelf Stocker,Processed Foods,Fort St John,Stores,49.0,5.0,99.69
7457,7458,F,Smithers,Cashier,Customer Service,Terrace,Stores,45.0,5.09,99.4
7458,7459,M,Aldergrove,Cashier,Customer Service,Aldergrove,Stores,44.0,6.26,141.1
7459,7460,M,Nelson,Shelf Stocker,Processed Foods,Nelson,Stores,33.0,5.29,0.0
7460,7461,F,Victoria,Shelf Stocker,Processed Foods,Victoria,Stores,28.0,1.79,0.0
7461,7462,M,White Rock,Cashier,Customer Service,White Rock,Stores,48.0,4.7,75.45
7462,7463,M,Kamloops,Shelf Stocker,Processed Foods,Kamloops,Stores,41.0,4.75,72.26
7463,7464,M,Prince George,Cashier,Customer Service,Prince George,Stores,67.0,6.02,205.35
7464,7465,M,Vancouver,Baker,Bakery,Vancouver,Stores,34.0,2.65,0.0
7465,7466,F,Chilliwack,Cashier,Customer Service,Chilliwack,Stores,58.0,4.89,151.85
7466,7467,M,Port Hardy,Cashier,Customer Service,Nanaimo,Stores,51.0,3.95,66.64
7467,7468,F,Abbotsford,Dairy Person,Dairy,Abbotsford,Stores,49.0,5.38,88.16
7468,7469,M,Whistler,Cashier,Customer Service,Squamish,Stores,24.0,4.15,0.0
7469,7470,M,Victoria,Shelf Stocker,Processed Foods,Victoria,Stores,67.0,4.42,176.03
7470,7471,M,Victoria,Shelf Stocker,Processed Foods,Victoria,Stores,41.0,3.69,75.41
7471,7472,F,Lake Cowichan,Shelf Stocker,Processed Foods,Victoria,Stores,37.0,4.0,0.0
7472,7473,F,Vernon,Cashier,Customer Service,Vernon,Stores,16.0,3.02,0.0
7473,7474,F,New Westminster,Shelf Stocker,Processed Foods,New Westminster,Stores,44.0,4.15,83.45
7474,7475,F,Surrey,Cashier,Customer Service,Surrey,Stores,33.0,5.43,43.39
7475,7476,F,Vancouver,Baker,Bakery,Vancouver,Stores,47.0,3.12,94.97
7476,7477,M,Pritchard,Shelf Stocker,Processed Foods,Kelowna,Stores,44.0,5.23,34.74
7477,7478,M,Creston,Shelf Stocker,Processed Foods,Cranbrook,Stores,57.0,3.21,154.19
7478,7479,F,Prince George,Cashier,Customer Service,Prince George,Stores,43.0,4.52,99.96
7479,7480,F,Fairmont Hot Springs,Shelf Stocker,Processed Foods,Cranbrook,Stores,53.0,5.66,105.42
7480,7481,M,Williams Lake,Cashier,Customer Service,Williams Lake,Stores,43.0,3.16,102.22
7481,7482,M,Salmon Arm,Shelf Stocker,Processed Foods,Kamloops,Stores,40.0,3.3,48.61
7482,7483,M,Surrey,Cashier,Customer Service,Surrey,Stores,51.0,2.87,86.56
7483,7484,F,Chemainus,Shelf Stocker,Processed Foods,Victoria,Stores,46.0,5.84,75.08
7484,7485,F,Victoria,Shelf Stocker,Processed Foods,Victoria,Stores,22.0,4.6,4.3
7485,7486,M,Prince George,Cashier,Customer Service,Prince George,Stores,60.0,3.7,115.33
7486,7487,F,Granisle,Cashier,Customer Service,Terrace,Stores,38.0,4.74,69.63
7487,7488,M,Vancouver,Baker,Bakery,Vancouver,Stores,38.0,0.86,0.0
7488,7489,M,Creston,Shelf Stocker,Processed Foods,Cranbrook,Stores,51.0,6.33,70.97
7489,7490,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,44.0,4.84,102.41
7490,7491,F,Port Hardy,Cashier,Customer Service,Nanaimo,Stores,47.0,6.09,75.47
7491,7492,F,Duncan,Cashier,Customer Service,Quesnel,Stores,56.0,3.03,104.99
7492,7493,M,Port Coquitlam,Cashier,Customer Service,Port Coquitlam,Stores,50.0,3.91,134.43
7493,7494,M,New Westminster,Shelf Stocker,Processed Foods,New Westminster,Stores,59.0,0.79,82.96
7494,7495,M,Qualicum Beach,Cashier,Customer Service,Nanaimo,Stores,38.0,8.07,43.37
7495,7496,F,Port Coquitlam,Cashier,Customer Service,Port Coquitlam,Stores,45.0,2.56,74.49
7496,7497,F,Vancouver,Baker,Bakery,Vancouver,Stores,52.0,2.21,106.06
7497,7498,M,Fauquier,Cashier,Customer Service,Trail,Stores,48.0,2.56,72.12
7498,7499,F,Vancouver,Baker,Bakery,Vancouver,Stores,49.0,6.24,86.83
7499,7500,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,29.0,3.58,0.0
7500,7501,M,Aldergrove,Cashier,Customer Service,Aldergrove,Stores,67.0,5.27,176.59
7501,7502,M,Elkford,Shelf Stocker,Processed Foods,Cranbrook,Stores,33.0,4.87,0.0
7502,7503,M,Oliver,Cashier,Customer Service,Kelowna,Stores,32.0,4.17,0.0
7503,7504,M,North Vancouver,Cashier,Customer Service,North Vancouver,Stores,36.0,5.42,25.89
7504,7505,M,Campbell River,Cashier,Customer Service,Nanaimo,Stores,57.0,3.6,116.11
7505,7506,F,New Westminster,Shelf Stocker,Processed Foods,New Westminster,Stores,37.0,2.47,46.07
7506,7507,F,Francois Lake,Cashier,Customer Service,Prince George,Stores,23.0,6.18,11.38
7507,7508,F,Vancouver,Baker,Bakery,Vancouver,Stores,29.0,3.84,0.0
7508,7509,F,North Pender Island,Shelf Stocker,Processed Foods,Victoria,Stores,47.0,3.95,112.66
7509,7510,M,New Westminster,Shelf Stocker,Processed Foods,New Westminster,Stores,34.0,7.18,8.83
7510,7511,F,Port Hardy,Cashier,Customer Service,Nanaimo,Stores,43.0,4.54,51.93
7511,7512,F,Victoria,Shelf Stocker,Processed Foods,Victoria,Stores,30.0,2.7,2.72
7512,7513,F,Kelowna,Cashier,Customer Service,Kelowna,Stores,46.0,5.49,107.13
7513,7514,F,Vancouver,Baker,Bakery,Vancouver,Stores,33.0,2.57,14.6
7514,7515,M,Jaffray,Shelf Stocker,Processed Foods,Cranbrook,Stores,46.0,3.1,34.26
7515,7516,M,Bouchie Lake,Cashier,Customer Service,Quesnel,Stores,57.0,5.3,110.48
7516,7517,M,Vancouver,Baker,Bakery,Vancouver,Stores,26.0,6.93,0.0
7517,7518,F,Vancouver,Baker,Bakery,Vancouver,Stores,53.0,4.92,81.69
7518,7519,M,Bowen Island,Baker,Bakery,Vancouver,Stores,60.0,2.85,99.53
7519,7520,F,Vancouver,Baker,Bakery,Vancouver,Stores,25.0,4.75,0.0
7520,7521,M,Fairmont Hot Springs,Shelf Stocker,Processed Foods,Cranbrook,Stores,67.0,5.9,191.39
7521,7522,F,Vancouver,Baker,Bakery,Vancouver,Stores,30.0,5.3,0.41
7522,7523,M,Vancouver,Baker,Bakery,Vancouver,Stores,39.0,4.23,39.17
7523,7524,F,Vancouver,Baker,Bakery,Vancouver,Stores,44.0,4.6,64.54
7524,7525,M,Vancouver,Baker,Bakery,Vancouver,Stores,54.0,4.67,113.92
7525,7526,F,Vancouver,Baker,Bakery,Vancouver,Stores,30.0,5.71,0.0
7526,7527,F,Cranbrook,Shelf Stocker,Processed Foods,Cranbrook,Stores,29.0,6.21,4.29
7527,7528,M,Nanaimo,Cashier,Customer Service,Nanaimo,Stores,47.0,6.05,101.08
7528,7529,F,Chilliwack,Cashier,Customer Service,Chilliwack,Stores,46.0,4.34,128.54
7529,7530,F,Campbell River,Cashier,Customer Service,Nanaimo,Stores,38.0,4.62,59.12
7530,7531,M,Victoria,Shelf Stocker,Processed Foods,Victoria,Stores,54.0,5.57,99.2
7531,7532,M,Fort Nelson,Cashier,Customer Service,Fort Nelson,Stores,36.0,5.74,26.63
7532,7533,M,Vancouver,Baker,Bakery,Vancouver,Stores,45.0,3.45,45.6
7533,7534,F,Logan Lake,Cashier,Customer Service,Kamloops,Stores,48.0,6.7,127.37
7534,7535,M,Duncan,Cashier,Customer Service,Quesnel,Stores,41.0,5.62,50.04
7535,7536,F,Quadra Island,Shelf Stocker,Processed Foods,Victoria,Stores,39.0,5.14,71.74
7536,7537,F,Vancouver,Baker,Bakery,Vancouver,Stores,42.0,3.8,59.78
7537,7538,M,New Westminster,Shelf Stocker,Processed Foods,New Westminster,Stores,31.0,7.26,0.0
7538,7539,F,Port Alice,Cashier,Customer Service,Nanaimo,Stores,41.0,5.5,65.12
7539,7540,M,Revelstoke,Cashier,Customer Service,Kelowna,Stores,41.0,3.49,38.79
7540,7541,F,Vancouver,Baker,Bakery,Vancouver,Stores,48.0,7.18,113.59
7541,7542,F,Giscome,Cashier,Customer Service,Prince George,Stores,32.0,5.74,0.0
7542,7543,M,Victoria,Shelf Stocker,Processed Foods,Victoria,Stores,53.0,4.82,96.51
7543,7544,M,New Westminster,Shelf Stocker,Processed Foods,New Westminster,Stores,43.0,4.76,63.07
7544,7545,M,Surrey,Cashier,Customer Service,Surrey,Stores,63.0,4.1,147.47
7545,7546,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,34.0,6.77,30.29
7546,7547,F,Victoria,Shelf Stocker,Processed Foods,Victoria,Stores,36.0,3.26,51.31
7547,7548,M,Surrey,Cashier,Customer Service,Surrey,Stores,41.0,4.25,41.71
7548,7549,M,Port Edward,Cashier,Customer Service,Terrace,Stores,35.0,4.53,0.0
7549,7550,M,Surrey,Cashier,Customer Service,Surrey,Stores,44.0,3.81,36.56
7550,7551,M,Clearwater,Cashier,Customer Service,Kamloops,Stores,45.0,3.41,42.85
7551,7552,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,50.0,3.19,122.97
7552,7553,F,Quesnel,Cashier,Customer Service,Quesnel,Stores,28.0,5.68,36.91
7553,7554,M,Whistler,Cashier,Customer Service,Squamish,Stores,35.0,6.22,0.0
7554,7555,M,Penticton,Cashier,Customer Service,Kelowna,Stores,35.0,7.6,53.54
7555,7556,M,Kamloops,Cashier,Customer Service,Kamloops,Stores,46.0,5.89,64.5
7556,7557,M,Richmond,Cashier,Customer Service,Richmond,Stores,43.0,6.52,50.06
7557,7558,F,Clearwater,Cashier,Customer Service,Kamloops,Stores,40.0,5.86,66.58
7558,7559,M,Surrey,Cashier,Customer Service,Surrey,Stores,51.0,6.2,85.24
7559,7560,M,Alexis Creek,Cashier,Customer Service,Williams Lake,Stores,48.0,4.43,117.95
7560,7561,F,Vancouver,Baker,Bakery,Vancouver,Stores,45.0,2.92,66.59
7561,7562,M,New Westminster,Shelf Stocker,Processed Foods,New Westminster,Stores,50.0,5.56,81.65
7562,7563,F,Vallican,Cashier,Customer Service,Trail,Stores,51.0,6.14,116.95
7563,7564,M,Vancouver,Baker,Bakery,Vancouver,Stores,44.0,3.71,42.66
7564,7565,F,Langley,Cashier,Customer Service,Langley,Stores,32.0,3.34,25.15
7565,7566,F,Dawson Creek,Cashier,Customer Service,Dawson Creek,Stores,43.0,3.56,87.19
7566,7567,F,Duncan,Cashier,Customer Service,Quesnel,Stores,55.0,3.97,143.38
7567,7568,M,Vancouver,Baker,Bakery,Vancouver,Stores,31.0,4.88,13.57
7568,7569,F,Victoria,Shelf Stocker,Processed Foods,Victoria,Stores,46.0,4.37,48.51
7569,7570,M,Castlegar,Cashier,Customer Service,Trail,Stores,57.0,3.09,91.59
7570,7571,M,New Westminster,Shelf Stocker,Processed Foods,New Westminster,Stores,43.0,6.3,94.56
7571,7572,F,West Vancouver,Shelf Stocker,Processed Foods,West Vancouver,Stores,47.0,5.36,56.97
7572,7573,F,Mcbride,Cashier,Customer Service,Prince George,Stores,52.0,5.54,99.08
7573,7574,F,Terrace,Cashier,Customer Service,Terrace,Stores,55.0,8.42,98.26
7574,7575,M,Richmond,Cashier,Customer Service,Richmond,Stores,35.0,2.88,73.97
7575,7576,M,Westbank,Cashier,Customer Service,Kelowna,Stores,46.0,4.88,39.61
7576,7577,M,Black Point,Cashier,Customer Service,Vernon,Stores,34.0,3.94,0.0
7577,7578,M,New Westminster,Shelf Stocker,Processed Foods,New Westminster,Stores,37.0,2.4,22.39
7578,7579,M,Horsefly,Cashier,Customer Service,Prince George,Stores,31.0,2.6,0.0
7579,7580,F,Salmon Arm,Cashier,Customer Service,Kamloops,Stores,35.0,4.84,0.0
7580,7581,M,Houston,Cashier,Customer Service,Terrace,Stores,55.0,4.03,96.58
7581,7582,M,Victoria,Shelf Stocker,Processed Foods,Victoria,Stores,50.0,4.83,83.76
7582,7583,F,Victoria,Shelf Stocker,Processed Foods,Victoria,Stores,41.0,2.64,50.8
7583,7584,M,Wildwood,Cashier,Customer Service,Nanaimo,Stores,30.0,2.51,0.0
7584,7585,M,Vancouver,Baker,Bakery,Vancouver,Stores,45.0,6.18,60.3
7585,7586,M,Chetwynd,Cashier,Customer Service,Prince George,Stores,39.0,3.44,47.39
7586,7587,M,Trail,Cashier,Customer Service,Trail,Stores,29.0,3.39,0.0
7587,7588,M,Victoria,Shelf Stocker,Processed Foods,Victoria,Stores,36.0,3.53,0.0
7588,7589,M,Penticton,Cashier,Customer Service,Kelowna,Stores,46.0,4.38,84.07
7589,7590,M,Vancouver,Baker,Bakery,Vancouver,Stores,34.0,5.81,64.53
7590,7591,M,New Westminster,Shelf Stocker,Processed Foods,New Westminster,Stores,45.0,3.58,77.21
7591,7592,M,Aldergrove,Cashier,Customer Service,Aldergrove,Stores,31.0,4.15,5.01
7592,7593,F,Richmond,Cashier,Customer Service,Richmond,Stores,43.0,6.95,55.74
7593,7594,F,North Vancouver,Cashier,Customer Service,North Vancouver,Stores,47.0,4.48,108.57
7594,7595,F,Victoria,Shelf Stocker,Processed Foods,Victoria,Stores,21.0,4.28,0.0
7595,7596,M,Vancouver,Baker,Bakery,Vancouver,Stores,31.0,4.11,13.84
7596,7597,F,Victoria,Cashier,Customer Service,Victoria,Stores,34.0,5.08,55.64
7597,7598,M,Richmond,Cashier,Customer Service,Richmond,Stores,44.0,4.87,52.58
7598,7599,F,Okanagan Falls,Cashier,Customer Service,Bella Bella,Stores,33.0,2.9,16.68
7599,7600,M,Pritchard,Cashier,Customer Service,Kelowna,Stores,45.0,2.47,34.42
7600,7601,F,Kamloops,Cashier,Customer Service,Kamloops,Stores,30.0,5.09,0.0
7601,7602,F,Vancouver,Baker,Bakery,Vancouver,Stores,54.0,2.51,137.2
7602,7603,F,Richmond,Cashier,Customer Service,Richmond,Stores,34.0,3.43,68.32
7603,7604,F,Vancouver,Baker,Bakery,Vancouver,Stores,40.0,3.38,46.89
7604,7605,M,Sorrento,Cashier,Customer Service,Kamloops,Stores,31.0,6.55,0.0
7605,7606,F,Nelson,Shelf Stocker,Processed Foods,Nelson,Stores,33.0,5.89,31.29
7606,7607,F,New Westminster,Shelf Stocker,Processed Foods,New Westminster,Stores,46.0,3.43,106.93
7607,7608,M,Surrey,Cashier,Customer Service,Surrey,Stores,35.0,5.39,20.56
7608,7609,F,Victoria,Cashier,Customer Service,Victoria,Stores,37.0,5.62,11.62
7609,7610,F,Abbotsford,Dairy Person,Dairy,Abbotsford,Stores,55.0,4.12,104.77
7610,7611,F,Prince George,Cashier,Customer Service,Prince George,Stores,41.0,2.83,95.4
7611,7612,M,North Vancouver,Cashier,Customer Service,North Vancouver,Stores,48.0,6.88,74.93
7612,7613,F,Ucluelet,Cashier,Customer Service,Nanaimo,Stores,24.0,2.79,0.0
7613,7614,M,New Westminster,Shelf Stocker,Processed Foods,New Westminster,Stores,34.0,0.67,0.0
7614,7615,F,Kamloops,Cashier,Customer Service,Kamloops,Stores,37.0,3.9,28.17
7615,7616,M,Vancouver,Baker,Bakery,Vancouver,Stores,44.0,6.46,68.04
7616,7617,F,Victoria,Cashier,Customer Service,Victoria,Stores,43.0,5.94,77.13
7617,7618,F,Richmond,Cashier,Customer Service,Richmond,Stores,50.0,2.23,111.02
7618,7619,F,West Vancouver,Shelf Stocker,Processed Foods,West Vancouver,Stores,38.0,3.92,18.26
7619,7620,M,Vancouver,Baker,Bakery,Vancouver,Stores,59.0,3.06,130.01
7620,7621,M,Terrace,Cashier,Customer Service,Terrace,Stores,26.0,5.54,0.0
7621,7622,F,New Westminster,Shelf Stocker,Processed Foods,New Westminster,Stores,39.0,3.03,27.77
7622,7623,M,New Westminster,Shelf Stocker,Processed Foods,New Westminster,Stores,44.0,5.19,10.89
7623,7624,F,Prince George,Cashier,Customer Service,Prince George,Stores,36.0,4.95,32.8
7624,7625,F,Vancouver,Baker,Bakery,Vancouver,Stores,46.0,2.86,54.13
7625,7626,M,Montney,Shelf Stocker,Processed Foods,Fort St John,Stores,53.0,7.64,118.62
7626,7627,F,Victoria,Cashier,Customer Service,Victoria,Stores,27.0,5.96,0.0
7627,7628,F,Nanaimo,Cashier,Customer Service,Nanaimo,Stores,42.0,6.05,54.63
7628,7629,F,Vancouver,Baker,Bakery,Vancouver,Stores,56.0,4.58,94.29
7629,7630,M,Richmond,Cashier,Customer Service,Richmond,Stores,52.0,6.72,145.92
7630,7631,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,64.0,4.26,114.67
7631,7632,F,New Westminister,Shelf Stocker,Processed Foods,New Westminister,Stores,36.0,4.32,57.08
7632,7633,F,New Westminster,Shelf Stocker,Processed Foods,New Westminster,Stores,53.0,3.86,126.38
7633,7634,F,North Vancouver,Cashier,Customer Service,North Vancouver,Stores,37.0,6.07,15.91
7634,7635,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,37.0,5.36,16.46
7635,7636,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,58.0,6.45,198.24
7636,7637,M,Nanaimo,Cashier,Customer Service,Nanaimo,Stores,61.0,3.27,160.76
7637,7638,F,Campbell River,Cashier,Customer Service,Nanaimo,Stores,31.0,4.98,14.47
7638,7639,M,Surrey,Cashier,Customer Service,Surrey,Stores,35.0,2.79,18.71
7639,7640,M,Cassiar,Cashier,Customer Service,Terrace,Stores,41.0,6.25,12.59
7640,7641,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,53.0,2.82,104.64
7641,7642,M,Vancouver,Baker,Bakery,Vancouver,Stores,77.0,7.52,164.88
7642,7643,F,West Vancouver,Shelf Stocker,Processed Foods,West Vancouver,Stores,20.0,5.23,0.0
7643,7644,M,Vancouver,Baker,Bakery,Vancouver,Stores,35.0,4.95,26.24
7644,7645,M,Hemlock Valley,Cashier,Customer Service,Chilliwack,Stores,36.0,2.74,13.84
7645,7646,M,Port Coquitlam,Cashier,Customer Service,Port Coquitlam,Stores,49.0,4.26,76.39
7646,7647,F,Port Alberni,Cashier,Customer Service,Nanaimo,Stores,30.0,2.89,28.41
7647,7648,M,Grand Forks,Cashier,Customer Service,Grand Forks,Stores,52.0,3.89,66.21
7648,7649,F,Dawson Creek,Cashier,Customer Service,Dawson Creek,Stores,37.0,4.29,0.0
7649,7650,F,Port Alberni,Cashier,Customer Service,Nanaimo,Stores,42.0,1.93,52.46
7650,7651,M,Vancouver,Baker,Bakery,Vancouver,Stores,44.0,3.9,59.06
7651,7652,F,Nanaimo,Cashier,Customer Service,Nanaimo,Stores,39.0,3.19,54.35
7652,7653,F,Campbell River,Cashier,Customer Service,Nanaimo,Stores,36.0,6.27,23.55
7653,7654,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,47.0,5.33,101.84
7654,7655,M,Tappen,Cashier,Customer Service,Vernon,Stores,21.0,2.97,0.0
