EmployeeNumber,Gender,City,JobTitle,DepartmentName,StoreLocation,Store Lat,Store Long,Division,Age,LengthService,AbsentHours
6362,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,22,7.47,0
6363,M,Fulford Harbour,Baker,Bakery,Victoria,28.799,-97.006,Stores,45,5.64,41.37
6366,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,33,2.64,0
6367,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,44,4.19,54.01
6368,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,41,5,67.02
6369,M,Surrey,Dairy Person,Dairy,Surrey,48.236,-101.133,Stores,30,3.53,21.85
6370,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,49,1.09,92.34
6372,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,41,3.88,42.03
6373,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,33,6.93,0.23
6374,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,43,5.19,75.78
6375,M,Balfour,Baker,Bakery,Nelson,34.38,-84.372,Stores,51,1.97,70.93
6383,M,Richmond,Dairy Person,Dairy,Richmond,37.546,-77.453,Stores,26,6,0
6387,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,17,6.96,0
6388,F,Sooke,Baker,Bakery,Victoria,28.799,-97.006,Stores,49,5.41,66.76
6390,M,Surrey,Dairy Person,Dairy,Surrey,48.236,-101.133,Stores,24,5.17,7.8
6392,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,53,4.93,141.74
6393,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,42,3.13,52.07
6395,F,Victoria,Baker,Bakery,Victoria,28.799,-97.006,Stores,34,7.35,0
6400,F,Victoria,Baker,Bakery,Victoria,28.799,-97.006,Stores,39,5.27,25.44
6401,F,Richmond,Dairy Person,Dairy,Richmond,37.546,-77.453,Stores,30,6.62,10.46
6402,F,Vernon,Cashier,Customer Service,Vernon,41.838,-72.457,Stores,35,3.56,0
6403,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,35,6,11.01
6404,F,Richmond,Dairy Person,Dairy,Richmond,37.546,-77.453,Stores,38,6.75,43.44
6405,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,57,2.76,105.4
6406,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,55,2.53,109.34
6409,M,Victoria,Baker,Bakery,Victoria,28.799,-97.006,Stores,44,4.24,50.26
6410,F,Nelson,Dairy Person,Dairy,Nelson,34.38,-84.372,Stores,17,4.08,0
6412,M,Richmond,Dairy Person,Dairy,Richmond,37.546,-77.453,Stores,44,3.22,53.84
6415,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,57,5.49,93.11
6416,M,Richmond,Dairy Person,Dairy,Richmond,37.546,-77.453,Stores,42,5.19,66
6419,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,68,5.01,105.72
6421,M,Victoria,Baker,Bakery,Victoria,28.799,-97.006,Stores,20,9.63,0
6422,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,45,6.19,132.6
6423,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,41,5.97,37.64
6424,F,Victoria,Baker,Bakery,Victoria,28.799,-97.006,Stores,29,6.28,14.38
6425,F,Victoria,Baker,Bakery,Victoria,28.799,-97.006,Stores,48,2.31,131.57
6427,M,Victoria,Baker,Bakery,Victoria,28.799,-97.006,Stores,32,5.48,38.6
6430,F,Vernon,Cashier,Customer Service,Vernon,41.838,-72.457,Stores,46,3.61,106.39
6431,F,Nelson,Dairy Person,Dairy,Nelson,34.38,-84.372,Stores,52,3.01,186.98
6433,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,46,4.01,37.56
6434,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,52,5.16,129.36
6435,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,43,5.74,61.53
6437,F,Victoria,Baker,Bakery,Victoria,28.799,-97.006,Stores,39,4.87,75.2
6438,M,Victoria,Baker,Bakery,Victoria,28.799,-97.006,Stores,54,4.71,88.81
6439,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,45,6.01,79.51
6442,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,38,4.03,61.56
6443,F,Victoria,Baker,Bakery,Victoria,28.799,-97.006,Stores,39,5.79,8.39
6446,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,37,7.51,66.71
6448,M,Abbotsford,Baker,Bakery,Abbotsford,44.944,-90.315,Stores,51,2.86,134.86
6450,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,41,2.72,47.64
6452,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,61,5.43,176.46
6453,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,42,2.02,140
6455,F,Richmond,Dairy Person,Dairy,Richmond,37.546,-77.453,Stores,45,5.72,81.75
6458,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,46,2.37,37.83
6460,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,43,5.21,60.87
6463,M,Victoria,Baker,Bakery,Victoria,28.799,-97.006,Stores,33,5.31,0
6464,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,55,3.2,105.7
6467,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,26,3.87,0
6468,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,35,5.78,2.97
6469,M,Surrey,Dairy Person,Dairy,Surrey,48.236,-101.133,Stores,29,3.61,0
6472,M,South Slocan,Dairy Person,Dairy,Trail,47.783,-95.698,Stores,49,3.54,111.47
6474,F,White Rock,Cashier,Customer Service,White Rock,45.925,-96.576,Stores,51,5.35,152.46
6475,F,Victoria,Baker,Bakery,Victoria,28.799,-97.006,Stores,34,4.03,48.79
6479,F,Surrey,Dairy Person,Dairy,Surrey,48.236,-101.133,Stores,40,4.43,58.82
6488,F,White Rock,Cashier,Customer Service,White Rock,45.925,-96.576,Stores,34,5.67,0
6490,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,31,6.69,15.38
6491,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,51,4.53,89.3
6492,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,30,5.44,47.1
6493,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,41,6.02,29.47
6495,M,Richmond,Dairy Person,Dairy,Richmond,37.546,-77.453,Stores,56,3.45,72.1
6498,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,45,2.06,105.48
6501,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,39,4.91,36.56
6502,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,33,4.04,2.73
6503,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,34,5.61,30.5
6504,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,45,5.09,45.62
6506,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,34,5.92,22.88
6507,M,Victoria,Baker,Bakery,Victoria,28.799,-97.006,Stores,35,6.12,52.25
6511,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,55,2.78,199.89
6512,M,Nelson,Baker,Bakery,Nelson,34.38,-84.372,Stores,55,5.78,127.86
6513,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,61,5.45,127.89
6514,M,Surrey,Dairy Person,Dairy,Surrey,48.236,-101.133,Stores,34,2.54,52.88
6516,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,59,9.05,206.7
6519,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,43,3.41,83.31
6520,M,Victoria,Baker,Bakery,Victoria,28.799,-97.006,Stores,49,6.5,60.55
6521,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,33,4.68,21.53
6522,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,49,3.2,144.93
6523,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,49,3.53,114.45
6525,F,Surrey,Dairy Person,Dairy,Surrey,48.236,-101.133,Stores,14,3.35,0
6526,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,32,5.15,29.59
6529,F,Abbotsford,Baker,Bakery,Abbotsford,44.944,-90.315,Stores,31,4.26,31.28
6531,M,Surrey,Dairy Person,Dairy,Surrey,48.236,-101.133,Stores,61,5.32,164.54
6533,M,Castlegar,Dairy Person,Dairy,Trail,47.783,-95.698,Stores,37,3.33,26.87
6534,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,50,6.04,102.99
6535,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,45,1.67,58.58
6539,F,Victoria,Baker,Bakery,Victoria,28.799,-97.006,Stores,34,3.88,0
6540,M,Victoria,Baker,Bakery,Victoria,28.799,-97.006,Stores,66,6.84,147.72
6543,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,30,4.32,0
6544,F,Fulford Harbour,Baker,Bakery,Victoria,28.799,-97.006,Stores,29,5.63,29.52
6545,M,Richmond,Dairy Person,Dairy,Richmond,37.546,-77.453,Stores,40,3.6,20.07
6547,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,34,7.08,37.12
6550,F,Nelson,Baker,Bakery,Nelson,34.38,-84.372,Stores,30,6.77,0
6551,M,Victoria,Baker,Bakery,Victoria,28.799,-97.006,Stores,48,4.16,42.88
6556,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,40,2.49,23.76
6557,M,Chemainus,Baker,Bakery,Victoria,28.799,-97.006,Stores,47,3.76,71.12
6559,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,51,3.82,122.42
6560,F,Vernon,Cashier,Customer Service,Vernon,41.838,-72.457,Stores,44,2.98,136.29
6561,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,37,4.12,0
6565,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,30,2.82,1.3
6567,M,Victoria,Baker,Bakery,Victoria,28.799,-97.006,Stores,51,5.25,87.07
6569,M,Sidney,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,49,3.22,115.28
6571,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,30,3.43,0
6573,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,50,5.09,121.84
6576,F,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,27,3.31,0
6578,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,45,5.14,96.44
6579,M,Sandspit,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,50,6.6,35.46
6581,F,Surrey,Dairy Person,Dairy,Surrey,48.236,-101.133,Stores,44,5.64,79.67
6584,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,44,3.66,135.66
6588,M,Sidney,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,17,0.01,0
6591,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,46,5.72,44.98
6593,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,45,4.9,82.64
6594,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,52,0.23,105.1
6595,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,58,3.34,101.21
6598,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,49,4.57,69.42
6600,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,44,5.39,47.3
6601,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,43,3.8,51.2
6602,F,Richmond,Dairy Person,Dairy,Richmond,37.546,-77.453,Stores,28,3.99,13.95
6604,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,60,5.93,78.39
6605,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,35,4.92,26.02
6606,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,52,3.02,137.65
6609,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,56,4.25,159.14
6611,F,Surrey,Dairy Person,Dairy,Surrey,48.236,-101.133,Stores,7,6.82,0
6613,F,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,25,5.77,0
6615,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,43,4.71,90.56
6616,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,33,1.37,14.04
6617,M,Abbotsford,Baker,Bakery,Abbotsford,44.944,-90.315,Stores,35,4.9,36.79
6619,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,28,3.62,32.97
6623,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,39,5.81,25
6625,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,40,2.29,17.22
6626,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,53,4.37,144.19
6629,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,45,6.18,73.69
6633,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,56,4.09,122.19
6634,M,Langley,Dairy Person,Dairy,Langley,48.034,-122.408,Stores,43,4.33,14.41
6635,F,Abbotsford,Baker,Bakery,Abbotsford,44.944,-90.315,Stores,28,6.34,0
6636,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,40,6.51,52.2
6637,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,39,5.1,96.48
6639,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,36,3.74,0
6642,F,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,24,6.35,0
6643,M,Ladysmith,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,37,2.65,0
6644,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,49,4.97,94.11
6650,F,Vernon,Cashier,Customer Service,Vernon,41.838,-72.457,Stores,54,3.59,175.13
6651,F,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,27,2.52,0
6657,F,Surrey,Shelf Stocker,Processed Foods,Surrey,48.236,-101.133,Stores,50,6.08,75.82
6663,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,46,5.5,90.57
6666,M,Richmond,Dairy Person,Dairy,Richmond,37.546,-77.453,Stores,32,3.41,20.72
6670,F,Surrey,Shelf Stocker,Processed Foods,Surrey,48.236,-101.133,Stores,62,4.57,227.3
6672,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,35,4.86,2.92
6673,M,Quadra Island,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,45,5.15,103.87
6677,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,41,4.68,70.02
6678,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,39,5.48,76.51
6681,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,51,3.68,66.64
6682,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,35,4.1,7.15
6684,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,64,7.4,157.76
6689,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,37,2.63,29.28
6690,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,36,5.52,30.38
6692,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,60,4.68,175.02
6695,M,Westwold,Cashier,Customer Service,Vernon,41.838,-72.457,Stores,32,5.69,0
6696,F,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,35,4.96,30.5
6701,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,49,5.22,90.97
6703,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,51,3.98,85.93
6709,F,Lumby,Cashier,Customer Service,Vernon,41.838,-72.457,Stores,24,4.21,35.1
6711,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,65,4.59,140.33
6713,F,Nelson,Baker,Bakery,Nelson,34.38,-84.372,Stores,55,4.73,136.07
6714,F,Surrey,Shelf Stocker,Processed Foods,Surrey,48.236,-101.133,Stores,41,4.44,44.8
6717,F,Langley,Shelf Stocker,Processed Foods,Langley,48.034,-122.408,Stores,36,4.22,28.92
6719,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,29,3.74,29.8
6722,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,52,3.85,97.61
6723,F,Ganges,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,55,4.69,181.89
6725,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,42,6.85,80.45
6726,F,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,27,4.21,0
6727,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,41,1.82,77.85
6729,F,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,42,3.1,105.74
6730,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,46,2.11,78.51
6731,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,42,7.54,64.06
6732,M,Westwold,Cashier,Customer Service,Vernon,41.838,-72.457,Stores,40,6.38,72.7
6736,F,Richmond,Dairy Person,Dairy,Richmond,37.546,-77.453,Stores,42,2.98,57.88
6738,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,46,4.67,139.24
6739,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,38,4.38,31.43
6741,F,White Rock,Cashier,Customer Service,White Rock,45.925,-96.576,Stores,41,3.72,71.59
6743,F,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,44,4.94,89.27
6744,M,Surrey,Shelf Stocker,Processed Foods,Surrey,48.236,-101.133,Stores,47,1,48.25
6745,M,Langley,Shelf Stocker,Processed Foods,Langley,48.034,-122.408,Stores,30,6.48,0
6746,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,48,3.85,46.39
6748,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,47,2.58,44.95
6749,F,Surrey,Shelf Stocker,Processed Foods,Surrey,48.236,-101.133,Stores,31,2.84,53.25
6750,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,55,3.29,135.49
6751,F,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,33,3.01,29.96
6753,F,Surrey,Shelf Stocker,Processed Foods,Surrey,48.236,-101.133,Stores,40,3.33,28.23
6755,F,Abbotsford,Baker,Bakery,Abbotsford,44.944,-90.315,Stores,38,4.64,12.09
6756,F,Richmond,Dairy Person,Dairy,Richmond,37.546,-77.453,Stores,35,5.44,62.01
6757,F,Langley,Shelf Stocker,Processed Foods,Langley,48.034,-122.408,Stores,44,3.27,83.55
6760,F,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,48,3.69,77.73
6761,M,North Pender Island,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,32,4.95,0
6762,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,38,6.17,27.22
6765,F,Castlegar,Dairy Person,Dairy,Trail,47.783,-95.698,Stores,53,6.13,143.89
6767,M,Abbotsford,Baker,Bakery,Abbotsford,44.944,-90.315,Stores,38,2.57,28.93
6768,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,33,4.2,28.52
6770,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,37,5,22.32
6772,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,48,5.63,88.62
6776,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,20,6.53,0
6778,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,39,3.52,3.07
6780,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,46,5.12,44.72
6782,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,36,3.43,84.85
6783,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,38,4.17,18.21
6786,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,50,4.64,141.56
6790,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,25,4.69,0
6793,F,Surrey,Shelf Stocker,Processed Foods,Surrey,48.236,-101.133,Stores,72,4.8,236.69
6795,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,51,4.75,134.07
6796,F,Fort Langley,Shelf Stocker,Processed Foods,Langley,48.034,-122.408,Stores,31,3.7,40.48
6799,M,Vernon,Cashier,Customer Service,Vernon,41.838,-72.457,Stores,38,3.89,13.6
6801,M,Surrey,Shelf Stocker,Processed Foods,Surrey,48.236,-101.133,Stores,37,8.44,48.06
6802,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,37,5.28,30.24
6806,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,42,3.58,56.31
6807,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,47,3.41,98.95
6808,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,47,3.77,83.9
6809,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,32,6.01,0
6815,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,58,3.89,139.11
6816,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,37,4.71,19.91
6817,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,47,7.8,83.09
6820,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,44,5.1,73.27
6821,F,Richmond,Dairy Person,Dairy,Richmond,37.546,-77.453,Stores,31,1.36,0
6824,M,Richmond,Shelf Stocker,Processed Foods,Richmond,37.546,-77.453,Stores,32,3.62,0
6825,M,Richmond,Shelf Stocker,Processed Foods,Richmond,37.546,-77.453,Stores,54,2.04,102.67
6826,F,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,46,3.95,50.37
6828,F,Trail,Dairy Person,Dairy,Trail,47.783,-95.698,Stores,30,6.4,16.93
6830,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,43,3.37,44
6832,F,Trail,Dairy Person,Dairy,Trail,47.783,-95.698,Stores,52,3.76,146.2
6834,M,Vernon,Cashier,Customer Service,Vernon,41.838,-72.457,Stores,30,3.73,0
6837,F,Langley,Shelf Stocker,Processed Foods,Langley,48.034,-122.408,Stores,40,5.62,25.08
6840,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,28,4.06,4.91
6842,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,40,5.51,45.96
6844,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,43,4.35,36.8
6845,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,51,5.69,131.35
6847,F,Trail,Shelf Stocker,Processed Foods,Trail,47.783,-95.698,Stores,57,3.28,163.82
6858,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,50,6.24,114.15
6864,M,Willow Point,Shelf Stocker,Processed Foods,Trail,47.783,-95.698,Stores,43,7.56,40.67
6867,F,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,31,2.84,18.72
6868,F,Vallican,Shelf Stocker,Processed Foods,Trail,47.783,-95.698,Stores,31,5.19,27.44
6871,M,Abbotsford,Baker,Bakery,Abbotsford,44.944,-90.315,Stores,44,1.32,37.89
6873,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,45,7.8,98.98
6874,F,Richmond,Shelf Stocker,Processed Foods,Richmond,37.546,-77.453,Stores,55,3.78,93.58
6875,F,Sidney,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,49,3.18,71.12
6877,M,Surrey,Shelf Stocker,Processed Foods,Surrey,48.236,-101.133,Stores,48,6.22,81.97
6878,M,Enderby,Cashier,Customer Service,Vernon,41.838,-72.457,Stores,44,5.99,23.96
6880,F,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,23,3.77,0
6882,M,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,46,5.01,87.92
6885,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,40,4.09,4.78
6886,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,31,6.15,49.43
6888,M,Trail,Shelf Stocker,Processed Foods,Trail,47.783,-95.698,Stores,52,6.26,49.33
6889,M,Youbou,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,33,6.14,3.72
6890,F,Richmond,Shelf Stocker,Processed Foods,Richmond,37.546,-77.453,Stores,37,4.2,44.8
6891,F,Abbotsford,Baker,Bakery,Abbotsford,44.944,-90.315,Stores,43,4.96,31
6894,F,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,39,4.55,27.99
6896,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,31,7.75,52.11
6897,F,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,41,3.72,91.48
6898,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,31,5.32,18.14
6899,F,Surrey,Shelf Stocker,Processed Foods,Surrey,48.236,-101.133,Stores,54,0.18,83.89
6900,M,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,42,5.51,60.06
6902,M,Fort Langley,Shelf Stocker,Processed Foods,Langley,48.034,-122.408,Stores,47,6.42,99.14
6904,F,Vancouver,Cashier,Customer Service,Vancouver,45.63,-122.677,Stores,44,2.49,71.16
6905,F,Victoria,Dairy Person,Dairy,Victoria,28.799,-97.006,Stores,27,4.98,26.13
