EmployeeNumber,Gender,City,JobTitle,DepartmentName,StoreLocation,Age,LengthService,AbsentHours,State,Counties,Latitude,Longitude
6210,F,Vancouver,Baker,Bakery,Vancouver,29.80402918,5.091531423,0,WA,Clark,45.63,-122.677
6221,F,Surrey,Dairy Person,Dairy,Surrey,27.74126499,5.071917672,0,ND,Ward,48.236,-101.133
6223,M,Surrey,Dairy Person,Dairy,Surrey,28.66956475,7.153685669,7.384366753,ND,Ward,48.236,-101.133
6224,M,Vancouver,Baker,Bakery,Vancouver,43.58186076,6.838404293,79.88298062,WA,Clark,45.63,-122.677
6227,M,Victoria,Baker,Bakery,Victoria,65.08544718,6.608769352,168.2968241,TX,Victoria,28.799,-97.006
6233,M,Surrey,Dairy Person,Dairy,Surrey,32.04377892,7.143048434,0,ND,Ward,48.236,-101.133
6234,F,Vancouver,Baker,Bakery,Vancouver,48.40153092,5.819035025,117.6605185,WA,Clark,45.63,-122.677
6235,M,Vancouver,Baker,Bakery,Vancouver,44.42722296,5.356516849,49.26713564,WA,Clark,45.63,-122.677
6240,F,Mission,Dairy Person,Dairy,Burnaby,35.63229399,2.954468687,0,TX,Hidalgo,26.216,-98.326
6250,F,Vancouver,Baker,Bakery,Vancouver,37.97653546,2.853086829,47.69976774,WA,Clark,45.63,-122.677
6254,F,Vancouver,Baker,Bakery,Vancouver,28.96621556,3.930340416,0,WA,Clark,45.63,-122.677
6259,M,Victoria,Baker,Bakery,Victoria,43.34703254,2.892718532,53.29892688,TX,Victoria,28.799,-97.006
6263,F,White Rock,Cashier,Customer Service,White Rock,39.67175897,6.125447296,48.99671878,SD,Roberts,45.925,-96.576
6266,F,Richmond,Dairy Person,Dairy,Richmond,58.87562606,8.21182538,142.4810549,VA,Richmond (city),37.546,-77.453
6272,F,Vancouver,Dairy Person,Dairy,Vancouver,38.00799321,2.6971665,96.0089053,WA,Clark,45.63,-122.677
6274,M,Vancouver,Dairy Person,Dairy,Vancouver,33.60859145,6.98639839,7.281303521,WA,Clark,45.63,-122.677
6281,M,Abbotsford,Baker,Bakery,Abbotsford,42.08350286,5.349954763,89.32964674,WI,Clark;Marathon,44.944,-90.315
6284,M,White Rock,Cashier,Customer Service,White Rock,35.62637083,4.861416283,36.98346499,SD,Roberts,45.925,-96.576
6287,F,Vancouver,Dairy Person,Dairy,Vancouver,38.35453955,5.843017078,0,WA,Clark,45.63,-122.677
6288,F,Courtenay,Shelf Stocker,Processed Foods,Nanaimo,48.55712619,3.73328296,55.70770315,ND,Stutsman,47.224,-98.569
6290,F,Vancouver,Dairy Person,Dairy,Vancouver,42.376561,2.950030742,85.32871346,WA,Clark,45.63,-122.677
6299,F,Mission,Dairy Person,Dairy,Burnaby,50.46273576,6.12174051,82.93348647,TX,Hidalgo,26.216,-98.326
6301,F,Vancouver,Dairy Person,Dairy,Vancouver,29.89262806,3.620472145,0,WA,Clark,45.63,-122.677
6302,F,Vancouver,Dairy Person,Dairy,Vancouver,27.38302518,4.269679781,0,WA,Clark,45.63,-122.677
6308,M,Victoria,Baker,Bakery,Victoria,44.04512679,6.442290264,51.59794747,TX,Victoria,28.799,-97.006
6309,F,Victoria,Baker,Bakery,Victoria,33.52320322,5.518433827,25.60681281,TX,Victoria,28.799,-97.006
6313,M,Vancouver,Dairy Person,Dairy,Vancouver,56.47395463,4.337916878,87.09529527,WA,Clark,45.63,-122.677
6320,M,Vancouver,Dairy Person,Dairy,Vancouver,49.04396809,2.568587025,75.77613324,WA,Clark,45.63,-122.677
6335,M,Vancouver,Dairy Person,Dairy,Vancouver,40.83586317,5.769478277,58.47094189,WA,Clark,45.63,-122.677
6347,M,Victoria,Baker,Bakery,Victoria,45.86560259,4.817767091,92.08516458,TX,Victoria,28.799,-97.006
6350,M,Abbotsford,Baker,Bakery,Abbotsford,37.58499186,3.382333887,48.33948104,WI,Clark;Marathon,44.944,-90.315
6351,F,Trail,Dairy Person,Dairy,Trail,48.51936052,6.120570887,71.55930347,MN,Polk,47.783,-95.698
6358,F,Victoria,Baker,Bakery,Victoria,47.54126646,5.095961181,39.80970374,TX,Victoria,28.799,-97.006
6359,M,Duncan,Shelf Stocker,Processed Foods,Quesnel,30.61769644,5.439549939,16.81946984,OK,Stephens,34.502,-97.958
6366,F,Vancouver,Dairy Person,Dairy,Vancouver,33.32889531,2.639531097,0,WA,Clark,45.63,-122.677
6368,F,Vancouver,Dairy Person,Dairy,Vancouver,41.04255181,5.000141163,67.01724222,WA,Clark,45.63,-122.677
6370,F,Vancouver,Dairy Person,Dairy,Vancouver,48.88402737,1.086557577,92.33675004,WA,Clark,45.63,-122.677
6373,M,Vancouver,Dairy Person,Dairy,Vancouver,33.09283499,6.926644791,0.226439423,WA,Clark,45.63,-122.677
6374,F,Vancouver,Dairy Person,Dairy,Vancouver,43.37914547,5.186602238,75.78168894,WA,Clark,45.63,-122.677
6383,M,Richmond,Dairy Person,Dairy,Richmond,25.98603314,5.998214852,0,VA,Richmond (city),37.546,-77.453
6395,F,Victoria,Baker,Bakery,Victoria,33.70976684,7.352854635,0,TX,Victoria,28.799,-97.006
6396,F,Duncan,Cashier,Customer Service,Quesnel,49.78691971,6.143680952,111.4156229,OK,Stephens,34.502,-97.958
6404,F,Richmond,Dairy Person,Dairy,Richmond,38.09292802,6.750707514,43.43732611,VA,Richmond (city),37.546,-77.453
6410,F,Nelson,Dairy Person,Dairy,Nelson,16.92093664,4.079128068,0,GA,Cherokee;Pickens,34.38,-84.372
6415,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,57.2373437,5.490539182,93.107086,WA,Clark,45.63,-122.677
6416,M,Richmond,Dairy Person,Dairy,Richmond,42.269945,5.194382085,65.99666832,VA,Richmond (city),37.546,-77.453
6420,M,Lakeview Heights,Dairy Person,Dairy,Kelowna,46.71998681,4.384268475,103.1988894,KY,Rowan,38.152,-83.506
6421,M,Victoria,Baker,Bakery,Victoria,20.4191495,9.630750543,0,TX,Victoria,28.799,-97.006
6422,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.23181684,6.193000485,132.6015074,WA,Clark,45.63,-122.677
6425,F,Victoria,Baker,Bakery,Victoria,47.87356954,2.305428313,131.5720189,TX,Victoria,28.799,-97.006
6427,M,Victoria,Baker,Bakery,Victoria,32.31033281,5.478715938,38.59915719,TX,Victoria,28.799,-97.006
6431,F,Nelson,Dairy Person,Dairy,Nelson,52.21549509,3.008976461,186.9751967,GA,Cherokee;Pickens,34.38,-84.372
6433,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.72196963,4.00814357,37.5611322,WA,Clark,45.63,-122.677
6434,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,52.14836602,5.162816108,129.3643477,WA,Clark,45.63,-122.677
6435,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,43.44075936,5.736097772,61.53216338,WA,Clark,45.63,-122.677
6438,M,Victoria,Baker,Bakery,Victoria,53.9858234,4.706259762,88.81383183,TX,Victoria,28.799,-97.006
6442,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,38.01194638,4.025991351,61.55764368,WA,Clark,45.63,-122.677
6448,M,Abbotsford,Baker,Bakery,Abbotsford,51.07451808,2.856885521,134.8629507,WI,Clark;Marathon,44.944,-90.315
6455,F,Richmond,Dairy Person,Dairy,Richmond,44.7155561,5.717898925,81.74815806,VA,Richmond (city),37.546,-77.453
6460,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,42.51955432,5.213063238,60.86944668,WA,Clark,45.63,-122.677
6463,M,Victoria,Baker,Bakery,Victoria,33.09213312,5.309081181,0,TX,Victoria,28.799,-97.006
6467,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,26.39309913,3.874737018,0,WA,Clark,45.63,-122.677
6468,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,34.99222906,5.776764105,2.968755747,WA,Clark,45.63,-122.677
6469,M,Surrey,Dairy Person,Dairy,Surrey,28.91575674,3.610483663,0,ND,Ward,48.236,-101.133
6475,F,Victoria,Baker,Bakery,Victoria,34.19133446,4.033259129,48.79011944,TX,Victoria,28.799,-97.006
6488,F,White Rock,Cashier,Customer Service,White Rock,33.88261657,5.670848726,0,SD,Roberts,45.925,-96.576
6490,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,30.72911426,6.692876035,15.38365133,WA,Clark,45.63,-122.677
6492,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,29.74391219,5.439018776,47.09708109,WA,Clark,45.63,-122.677
6493,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,41.20151028,6.022378994,29.47325888,WA,Clark,45.63,-122.677
6498,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.15412718,2.059714395,105.4818678,WA,Clark,45.63,-122.677
6504,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,44.60502935,5.094556796,45.61670162,WA,Clark,45.63,-122.677
6506,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,33.76372026,5.915839947,22.88242057,WA,Clark,45.63,-122.677
6511,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,54.83894572,2.775770799,199.885776,WA,Clark,45.63,-122.677
6512,M,Nelson,Baker,Bakery,Nelson,55.24615701,5.780394206,127.8582171,GA,Cherokee;Pickens,34.38,-84.372
6513,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,60.97838593,5.449178466,127.8898875,WA,Clark,45.63,-122.677
6519,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,43.45141508,3.409923768,83.31255883,WA,Clark,45.63,-122.677
6521,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,33.09360688,4.680001623,21.53191615,WA,Clark,45.63,-122.677
6526,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,31.67085052,5.146916847,29.59426704,WA,Clark,45.63,-122.677
6535,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,44.69382188,1.667580089,58.57518862,WA,Clark,45.63,-122.677
6547,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,33.83201526,7.084775841,37.11664698,WA,Clark,45.63,-122.677
6548,F,Courtenay,Shelf Stocker,Processed Foods,Nanaimo,36.16821296,3.082593431,29.82147743,ND,Stutsman,47.224,-98.569
6551,M,Victoria,Baker,Bakery,Victoria,47.93866992,4.161984558,42.88287284,TX,Victoria,28.799,-97.006
6554,F,Duncan,Cashier,Customer Service,Quesnel,50.3234178,1.571475048,126.7712469,OK,Stephens,34.502,-97.958
6556,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,40.09178473,2.486119702,23.75550987,WA,Clark,45.63,-122.677
6565,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,30.31282026,2.819882375,1.298756881,WA,Clark,45.63,-122.677
6567,M,Victoria,Baker,Bakery,Victoria,50.67210423,5.252561764,87.06931836,TX,Victoria,28.799,-97.006
6569,M,Sidney,Dairy Person,Dairy,Victoria,49.35345481,3.222021521,115.2785336,OH,Shelby,40.286,-84.155
6571,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,29.89307673,3.425721107,0,WA,Clark,45.63,-122.677
6581,F,Surrey,Dairy Person,Dairy,Surrey,43.63426146,5.636871088,79.67315942,ND,Ward,48.236,-101.133
6588,M,Sidney,Dairy Person,Dairy,Victoria,17.38545403,0.012097544,0,OH,Shelby,40.286,-84.155
6591,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,46.39067779,5.718813325,44.98120445,WA,Clark,45.63,-122.677
6594,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,51.52033359,0.22722616,105.101297,WA,Clark,45.63,-122.677
6598,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,48.81912291,4.566731096,69.42181666,WA,Clark,45.63,-122.677
6600,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,43.98601724,5.39144539,47.29822533,WA,Clark,45.63,-122.677
6602,F,Richmond,Dairy Person,Dairy,Richmond,28.34420807,3.993511115,13.95482289,VA,Richmond (city),37.546,-77.453
6605,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,35.02059877,4.919536258,26.01594396,WA,Clark,45.63,-122.677
6611,F,Surrey,Dairy Person,Dairy,Surrey,7.199909004,6.816120798,0,ND,Ward,48.236,-101.133
6616,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,32.98292392,1.366892506,14.03957651,WA,Clark,45.63,-122.677
6619,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,28.28863156,3.623724716,32.96777525,WA,Clark,45.63,-122.677
6625,M,Victoria,Dairy Person,Dairy,Victoria,39.54908342,2.291255387,17.21512524,TX,Victoria,28.799,-97.006
6629,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.30555341,6.182021747,73.69179028,WA,Clark,45.63,-122.677
6633,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,56.47679361,4.085129195,122.1944562,WA,Clark,45.63,-122.677
6635,F,Abbotsford,Baker,Bakery,Abbotsford,28.44287128,6.33897713,0,WI,Clark;Marathon,44.944,-90.315
6653,F,Fruitvale,Dairy Person,Dairy,Kelowna,41.00457163,3.527398928,57.15464372,TX,Van Zandt,32.684,-95.804
6657,F,Surrey,Shelf Stocker,Processed Foods,Surrey,49.59972592,6.084858864,75.82113189,ND,Ward,48.236,-101.133
6672,M,Vancouver,Cashier,Customer Service,Vancouver,34.98692834,4.864448522,2.918216084,WA,Clark,45.63,-122.677
6677,F,Vancouver,Cashier,Customer Service,Vancouver,40.90514694,4.679957125,70.02422326,WA,Clark,45.63,-122.677
6681,M,Vancouver,Cashier,Customer Service,Vancouver,50.76262259,3.678007349,66.64309764,WA,Clark,45.63,-122.677
6689,M,Vancouver,Cashier,Customer Service,Vancouver,37.39504651,2.62599951,29.27695073,WA,Clark,45.63,-122.677
6692,F,Vancouver,Cashier,Customer Service,Vancouver,60.33298474,4.683247682,175.0150802,WA,Clark,45.63,-122.677
6696,F,Victoria,Dairy Person,Dairy,Victoria,35.24973841,4.96426286,30.50187853,TX,Victoria,28.799,-97.006
6700,F,Courtenay,Shelf Stocker,Processed Foods,Nanaimo,37.79431672,2.488954517,35.65724765,ND,Stutsman,47.224,-98.569
6701,M,Vancouver,Cashier,Customer Service,Vancouver,48.84625267,5.222449816,90.97361931,WA,Clark,45.63,-122.677
6703,F,Vancouver,Cashier,Customer Service,Vancouver,51.05111899,3.978215023,85.92703319,WA,Clark,45.63,-122.677
6711,M,Vancouver,Cashier,Customer Service,Vancouver,64.90992105,4.587980873,140.3305217,WA,Clark,45.63,-122.677
6716,M,Smithers,Cashier,Customer Service,Terrace,47.31433612,0.727526623,70.45248122,WV,Fayette;Kanawha,38.176,-81.305
6722,M,Vancouver,Cashier,Customer Service,Vancouver,52.28877748,3.853472061,97.60916387,WA,Clark,45.63,-122.677
6725,F,Vancouver,Cashier,Customer Service,Vancouver,42.06192026,6.854935558,80.44552685,WA,Clark,45.63,-122.677
6726,F,Victoria,Dairy Person,Dairy,Victoria,26.95413722,4.211798508,0,TX,Victoria,28.799,-97.006
6727,F,Vancouver,Cashier,Customer Service,Vancouver,41.08422328,1.818699396,77.85253723,WA,Clark,45.63,-122.677
6729,F,Victoria,Dairy Person,Dairy,Victoria,41.51733283,3.103004012,105.7442983,TX,Victoria,28.799,-97.006
6741,F,White Rock,Cashier,Customer Service,White Rock,41.13025773,3.724101161,71.58595819,SD,Roberts,45.925,-96.576
6744,M,Surrey,Shelf Stocker,Processed Foods,Surrey,47.44410928,1,48.2479982,ND,Ward,48.236,-101.133
6748,M,Vancouver,Cashier,Customer Service,Vancouver,46.96245146,2.579367628,44.94842779,WA,Clark,45.63,-122.677
6749,F,Surrey,Shelf Stocker,Processed Foods,Surrey,30.90229095,2.839381516,53.25385396,ND,Ward,48.236,-101.133
6753,F,Surrey,Shelf Stocker,Processed Foods,Surrey,39.89955317,3.332395938,28.22969634,ND,Ward,48.236,-101.133
6755,F,Abbotsford,Baker,Bakery,Abbotsford,38.39752862,4.640491697,12.09185791,WI,Clark;Marathon,44.944,-90.315
6756,F,Richmond,Dairy Person,Dairy,Richmond,35.08913653,5.441380154,62.00568318,VA,Richmond (city),37.546,-77.453
6768,M,Vancouver,Cashier,Customer Service,Vancouver,32.76610166,4.195156127,28.52133419,WA,Clark,45.63,-122.677
6770,M,Vancouver,Cashier,Customer Service,Vancouver,37.30391404,4.995379917,22.31664823,WA,Clark,45.63,-122.677
6783,M,Vancouver,Cashier,Customer Service,Vancouver,38.24441355,4.165099168,18.20753561,WA,Clark,45.63,-122.677
6786,M,Vancouver,Cashier,Customer Service,Vancouver,50.24416503,4.635270096,141.5583283,WA,Clark,45.63,-122.677
6802,F,Vancouver,Cashier,Customer Service,Vancouver,37.36642894,5.278186619,30.24390708,WA,Clark,45.63,-122.677
6806,M,Vancouver,Cashier,Customer Service,Vancouver,42.01139209,3.579308363,56.31128684,WA,Clark,45.63,-122.677
6807,M,Vancouver,Cashier,Customer Service,Vancouver,46.96524975,3.409782596,98.94819371,WA,Clark,45.63,-122.677
6808,F,Vancouver,Cashier,Customer Service,Vancouver,46.66420506,3.77312964,83.89857524,WA,Clark,45.63,-122.677
6809,M,Vancouver,Cashier,Customer Service,Vancouver,32.3716148,6.01280682,0,WA,Clark,45.63,-122.677
6817,M,Victoria,Dairy Person,Dairy,Victoria,46.94081943,7.802056486,83.08555364,TX,Victoria,28.799,-97.006
6820,M,Vancouver,Cashier,Customer Service,Vancouver,43.70231207,5.097371273,73.26599206,WA,Clark,45.63,-122.677
6824,M,Richmond,Shelf Stocker,Processed Foods,Richmond,31.72333798,3.621646905,0,VA,Richmond (city),37.546,-77.453
6830,M,Victoria,Dairy Person,Dairy,Victoria,43.47315784,3.371480978,44.00211803,TX,Victoria,28.799,-97.006
6834,M,Vernon,Cashier,Customer Service,Vernon,30.09418339,3.732544631,0,CT,Tolland,41.838,-72.457
6837,F,Langley,Shelf Stocker,Processed Foods,Langley,40.11586957,5.622683564,25.07707142,WA,Island,48.034,-122.408
6838,F,Sardis,Shelf Stocker,Processed Foods,Chilliwack,32.93666782,5.556830816,0,MS,Panola,34.436,-89.911
6844,M,Vancouver,Cashier,Customer Service,Vancouver,42.73413405,4.350499108,36.80399575,WA,Clark,45.63,-122.677
6847,F,Trail,Shelf Stocker,Processed Foods,Trail,57.13584098,3.283851199,163.8239481,MN,Polk,47.783,-95.698
6867,F,Victoria,Dairy Person,Dairy,Victoria,30.63010532,2.83847557,18.71966083,TX,Victoria,28.799,-97.006
6875,F,Sidney,Dairy Person,Dairy,Victoria,49.17755516,3.175178072,71.12140986,OH,Shelby,40.286,-84.155
6876,M,Golden,Dairy Person,Dairy,Cranbrook,55.65151193,4.809637455,137.3460431,CO,Jefferson,39.755,-105.221
6886,M,Vancouver,Cashier,Customer Service,Vancouver,31.19409903,6.152472326,49.42544164,WA,Clark,45.63,-122.677
6890,F,Richmond,Shelf Stocker,Processed Foods,Richmond,37.31383567,4.197509885,44.80213401,VA,Richmond (city),37.546,-77.453
6897,F,Victoria,Dairy Person,Dairy,Victoria,41.31888205,3.724753788,91.4848544,TX,Victoria,28.799,-97.006
6898,M,Vancouver,Cashier,Customer Service,Vancouver,30.92126804,5.316216876,18.13925219,WA,Clark,45.63,-122.677
6899,F,Surrey,Shelf Stocker,Processed Foods,Surrey,54.45522904,0.178039812,83.89085419,ND,Ward,48.236,-101.133
6905,F,Victoria,Dairy Person,Dairy,Victoria,27.18565308,4.980820537,26.13225838,TX,Victoria,28.799,-97.006
6906,M,Victoria,Dairy Person,Dairy,Victoria,37.68168588,6.836748144,11.44196698,TX,Victoria,28.799,-97.006
6907,M,Victoria,Dairy Person,Dairy,Victoria,36.27785143,3.349128748,0,TX,Victoria,28.799,-97.006
6910,M,Vancouver,Cashier,Customer Service,Vancouver,30.95535077,5.730733982,11.58932819,WA,Clark,45.63,-122.677
6911,F,Surrey,Shelf Stocker,Processed Foods,Surrey,20.58032704,4.325804911,0,ND,Ward,48.236,-101.133
6912,F,Princeton,Produce Clerk,Produce,Princeton,41.42867007,2.686392287,105.2495499,NJ,Mercer,40.35,-74.659
6917,F,Nelson,Baker,Bakery,Nelson,44.65630855,5.73682141,66.80143658,GA,Cherokee;Pickens,34.38,-84.372
6918,M,Vancouver,Cashier,Customer Service,Vancouver,41.259602,5.169783488,71.32403275,WA,Clark,45.63,-122.677
6925,F,Vancouver,Cashier,Customer Service,Vancouver,41.32760331,5.639016935,76.16692516,WA,Clark,45.63,-122.677
6928,M,Victoria,Dairy Person,Dairy,Victoria,50.6916214,6.203067947,68.8903611,TX,Victoria,28.799,-97.006
6931,M,Trail,Shelf Stocker,Processed Foods,Trail,50.38584833,4.701262832,115.8331703,MN,Polk,47.783,-95.698
6932,F,Surrey,Shelf Stocker,Processed Foods,Surrey,36.48495906,2.815191355,57.22154172,ND,Ward,48.236,-101.133
6935,M,Victoria,Dairy Person,Dairy,Victoria,27.2428222,3.994321217,0,TX,Victoria,28.799,-97.006
6936,F,Abbotsford,Dairy Person,Dairy,Abbotsford,30.35834614,5.132084984,21.04326469,WI,Clark;Marathon,44.944,-90.315
6937,F,Vancouver,Cashier,Customer Service,Vancouver,51.53071606,4.314285477,100.5034403,WA,Clark,45.63,-122.677
6941,F,Princeton,Cashier,Customer Service,Princeton,35.78122776,5.333376772,0,NJ,Mercer,40.35,-74.659
6944,F,Victoria,Dairy Person,Dairy,Victoria,53.77854599,4.816049957,143.5455714,TX,Victoria,28.799,-97.006
6947,M,Abbotsford,Dairy Person,Dairy,Abbotsford,49.95915103,5.679249047,62.38058007,WI,Clark;Marathon,44.944,-90.315
6948,F,Victoria,Dairy Person,Dairy,Victoria,43.81718449,5.648792673,131.8237903,TX,Victoria,28.799,-97.006
6950,M,Surrey,Shelf Stocker,Processed Foods,Surrey,50.50794873,3.212447604,81.45099918,ND,Ward,48.236,-101.133
6967,F,Vancouver,Cashier,Customer Service,Vancouver,38.7642212,4.38631522,51.44684007,WA,Clark,45.63,-122.677
6968,M,Vancouver,Cashier,Customer Service,Vancouver,50.73731217,2.107871888,25.99820684,WA,Clark,45.63,-122.677
6970,F,Vancouver,Cashier,Customer Service,Vancouver,37.00513372,5.332882759,38.09104485,WA,Clark,45.63,-122.677
6975,F,Peachland,Shelf Stocker,Processed Foods,Kelowna,52.67894166,3.404185032,95.74438723,NC,Anson,34.993,-80.266
6979,M,Surrey,Shelf Stocker,Processed Foods,Surrey,23.00229499,4.190516768,0,ND,Ward,48.236,-101.133
6980,M,Richmond,Shelf Stocker,Processed Foods,Richmond,53.6484502,4.018508756,98.26978169,VA,Richmond (city),37.546,-77.453
6983,M,Vancouver,Cashier,Customer Service,Vancouver,55.6436567,5.178294675,97.01196744,WA,Clark,45.63,-122.677
6984,F,Rosedale,Shelf Stocker,Processed Foods,Chilliwack,28.98888546,4.867869584,0,MS,Bolivar,33.861,-91.042
6986,F,Vancouver,Cashier,Customer Service,Vancouver,34.70769938,5.117962544,1.269743645,WA,Clark,45.63,-122.677
6994,M,Victoria,Dairy Person,Dairy,Victoria,41.2640973,5.23082667,52.18802885,TX,Victoria,28.799,-97.006
6995,M,Langley,Shelf Stocker,Processed Foods,Langley,46.56586999,3.329431304,65.04676742,WA,Island,48.034,-122.408
6999,F,Courtenay,Shelf Stocker,Processed Foods,Nanaimo,32.63615642,4.444225482,24.9269419,ND,Stutsman,47.224,-98.569
7010,M,White Rock,Cashier,Customer Service,White Rock,45.48159381,9.080963648,68.7461204,SD,Roberts,45.925,-96.576
7015,M,Victoria,Dairy Person,Dairy,Victoria,51.09250968,0.330490734,113.7179294,TX,Victoria,28.799,-97.006
7021,M,Vancouver,Meat Cutter,Meats,Vancouver,37.02436199,2.882891698,0,WA,Clark,45.63,-122.677
7022,F,Vancouver,Meat Cutter,Meats,Vancouver,38.01237708,2.743838934,23.20153702,WA,Clark,45.63,-122.677
7030,F,Duncan,Cashier,Customer Service,Quesnel,48.30613399,2.283427074,39.61047142,OK,Stephens,34.502,-97.958
7034,M,Parksville,Shelf Stocker,Processed Foods,Nanaimo,36.03791339,4.687844218,0,SC,McCormick,33.786,-82.217
7038,M,Trail,Shelf Stocker,Processed Foods,Trail,35.58090291,7.313881032,19.04963449,MN,Polk,47.783,-95.698
7039,F,Vancouver,Meat Cutter,Meats,Vancouver,46.52018883,3.29740085,147.1523446,WA,Clark,45.63,-122.677
7046,M,Vancouver,Meat Cutter,Meats,Vancouver,30.39532588,4.27644924,0,WA,Clark,45.63,-122.677
7048,M,Vancouver,Meat Cutter,Meats,Vancouver,47.87266189,4.653344023,130.1697423,WA,Clark,45.63,-122.677
7052,M,Vancouver,Meat Cutter,Meats,Vancouver,52.40305821,5.547773882,93.61297609,WA,Clark,45.63,-122.677
7053,M,Clearwater,Shelf Stocker,Processed Foods,Kamloops,39.62186188,3.554267329,91.15744481,FL,Pinellas,27.966,-82.8
7054,M,Vancouver,Meat Cutter,Meats,Vancouver,42.7848257,4.046605751,51.68079032,WA,Clark,45.63,-122.677
7055,M,Richmond,Shelf Stocker,Processed Foods,Richmond,50.59747395,2.679888181,94.32397781,VA,Richmond (city),37.546,-77.453
7060,F,Victoria,Dairy Person,Dairy,Victoria,44.43980155,3.128114882,67.67120576,TX,Victoria,28.799,-97.006
7062,F,Victoria,Dairy Person,Dairy,Victoria,46.96313599,6.261173238,88.25612689,TX,Victoria,28.799,-97.006
7066,M,Vancouver,Meat Cutter,Meats,Vancouver,48.74769771,4.32608074,62.92141586,WA,Clark,45.63,-122.677
7069,M,Vernon,Cashier,Customer Service,Vernon,45.38595036,5.010390759,46.86953582,CT,Tolland,41.838,-72.457
7071,F,Vancouver,Meat Cutter,Meats,Vancouver,29.51808987,5.284054604,52.71865764,WA,Clark,45.63,-122.677
7072,M,Vancouver,Meat Cutter,Meats,Vancouver,57.50564388,4.847926396,124.3693522,WA,Clark,45.63,-122.677
7073,F,Vancouver,Meat Cutter,Meats,Vancouver,38.35279117,3.02678427,75.8522906,WA,Clark,45.63,-122.677
7076,F,Surrey,Shelf Stocker,Processed Foods,Surrey,28.30275399,3.251140703,6.653166541,ND,Ward,48.236,-101.133
7080,M,Princeton,Cashier,Customer Service,Princeton,31.68320911,6.426564681,10.76913732,NJ,Mercer,40.35,-74.659
7081,M,Vancouver,Meat Cutter,Meats,Vancouver,59.59788032,6.701256704,109.2526257,WA,Clark,45.63,-122.677
7082,F,Richmond,Shelf Stocker,Processed Foods,Richmond,40.25060319,5.571069133,42.83682143,VA,Richmond (city),37.546,-77.453
7092,M,Vancouver,Meat Cutter,Meats,Vancouver,43.78373318,3.271438163,71.93931211,WA,Clark,45.63,-122.677
7093,F,Vancouver,Meat Cutter,Meats,Vancouver,19.48279383,4.793174233,0,WA,Clark,45.63,-122.677
7094,F,Surrey,Shelf Stocker,Processed Foods,Surrey,59.92518982,2.658995467,166.8016159,ND,Ward,48.236,-101.133
7096,F,Sardis,Shelf Stocker,Processed Foods,Chilliwack,39.24240789,6.351100206,90.57346472,MS,Panola,34.436,-89.911
7098,M,Victoria,Dairy Person,Dairy,Victoria,50.72297135,1.601283914,90.10914205,TX,Victoria,28.799,-97.006
7108,F,Victoria,Dairy Person,Dairy,Victoria,53.14618485,4.66761099,122.0328614,TX,Victoria,28.799,-97.006
7109,F,Victoria,Dairy Person,Dairy,Victoria,48.88341032,7.339503746,53.19833431,TX,Victoria,28.799,-97.006
7111,F,Nelson,Dairy Person,Dairy,Nelson,46.7868585,6.194720467,114.2344723,GA,Cherokee;Pickens,34.38,-84.372
7112,F,Sardis,Shelf Stocker,Processed Foods,Chilliwack,28.80714635,5.845386454,58.5623395,MS,Panola,34.436,-89.911
7117,M,Victoria,Dairy Person,Dairy,Victoria,37.59747959,2.746883711,3.360875208,TX,Victoria,28.799,-97.006
