EmployeeNumber,Gender,City,JobTitle,DepartmentName,StoreLocation,Division,Age,LengthService,AbsentHours
5979,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,40,5.34,102.07
5980,F,Fort Langley,Dairy Person,Dairy,Langley,Stores,32,3.02,49.88
5981,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,15,6.33,0
5982,M,Fort Langley,Dairy Person,Dairy,Langley,Stores,31,6.11,10.77
5983,M,Beaver Valley,Dairy Person,Dairy,Williams Lake,Stores,54,3.42,82.58
5984,F,Elko,Baker,Bakery,Cranbrook,Stores,40,5.95,77.38
5985,F,Fraser Lake,Dairy Person,Dairy,Prince George,Stores,36,3.84,1.12
5986,F,Willow Point,Dairy Person,Dairy,Trail,Stores,30,5.14,0
5987,F,Victoria,Baker,Bakery,Victoria,Stores,42,3.9,72.82
5988,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,45,4.98,79.87
5989,M,Penticton,Dairy Person,Dairy,Kelowna,Stores,41,3.89,89.39
5990,F,Abbotsford,Produce Clerk,Produce,Abbotsford,Stores,31,5.03,2.61
5991,M,Richmond,Baker,Bakery,Richmond,Stores,37,5.12,23.26
5992,F,Nanaimo,Dairy Person,Dairy,Nanaimo,Stores,56,3.13,145.78
5993,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,44,7.25,103.39
5994,M,Woss,Baker,Bakery,Cranbrook,Stores,32,3.85,14.7
5995,F,Houston,Shelf Stocker,Processed Foods,Terrace,Stores,53,1.87,129.09
5996,M,Taylor,Baker,Bakery,Fort St John,Stores,41,4.26,0
5997,M,Hemlock Valley,Dairy Person,Dairy,Chilliwack,Stores,33,2.34,0
5998,M,Cranbrook,Baker,Bakery,Cranbrook,Stores,45,5.12,54.54
5999,M,Ashcroft,Dairy Person,Dairy,Kamloops,Stores,40,5.38,51.72
6000,F,Elko,Baker,Bakery,Cranbrook,Stores,34,6.72,32.87
6001,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,32,3.27,0
6002,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,23,4.2,0
6003,M,Lumby,Shelf Stocker,Processed Foods,Vernon,Stores,39,6.45,54.54
6004,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,55,5.25,99.53
6005,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,47,4.82,118.51
6006,M,Nanaimo,Dairy Person,Dairy,Nanaimo,Stores,39,3.97,56.8
6007,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,33,3.99,18.37
6008,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,34,6.09,56.35
6009,M,Surrey,Dairy Person,Dairy,Surrey,Stores,58,1.12,115.54
6010,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,30,4.74,2.06
6011,F,Vavenby,Dairy Person,Dairy,Kamloops,Stores,24,3.49,0
6012,F,Victoria,Baker,Bakery,Victoria,Stores,45,7.37,85.25
6013,F,Tatla Lake,Dairy Person,Dairy,Williams Lake,Stores,38,2.83,47.44
6014,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,34,5.35,49.43
6015,F,Trail,Dairy Person,Dairy,Trail,Stores,43,3.53,95.57
6016,M,Ashcroft,Dairy Person,Dairy,Kamloops,Stores,49,5.33,120.2
6017,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,23,2.45,0
6018,M,Richmond,Baker,Bakery,Richmond,Stores,21,4.35,0
6019,M,Port Coquitlam,Cashier,Customer Service,Port Coquitlam,Stores,46,4.78,56.85
6020,M,Kelowna,Dairy Person,Dairy,Kelowna,Stores,34,2.72,27.8
6021,F,Surrey,Dairy Person,Dairy,Surrey,Stores,35,3.23,0
6022,F,Elko,Baker,Bakery,Cranbrook,Stores,51,6.3,127.47
6023,F,Campbell River,Dairy Person,Dairy,Nanaimo,Stores,44,5.01,92.02
6024,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,46,4.73,61.15
6025,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,51,5.37,97.46
6026,F,Campbell River,Dairy Person,Dairy,Nanaimo,Stores,31,7.09,23.19
6027,F,Langley,Dairy Person,Dairy,Langley,Stores,41,3.56,51.91
6028,M,Vernon,Shelf Stocker,Processed Foods,Vernon,Stores,41,6.42,16.1
6029,F,Abbotsford,Produce Clerk,Produce,Abbotsford,Stores,53,1.54,50.86
6030,F,Campbell River,Dairy Person,Dairy,Nanaimo,Stores,40,6.68,37.37
6031,M,Kaslo,Baker,Bakery,Cranbrook,Stores,57,5.98,154.17
6032,F,Kamloops,Dairy Person,Dairy,Kamloops,Stores,37,5.23,62.04
6033,F,Abbotsford,Produce Clerk,Produce,Abbotsford,Stores,49,5.87,94.65
6034,M,Vananda,Shelf Stocker,Processed Foods,Nanaimo,Stores,29,5.83,0
6035,F,Jaffray,Baker,Bakery,Cranbrook,Stores,51,3.93,113.31
6036,F,Port Hardy,Shelf Stocker,Processed Foods,Nanaimo,Stores,48,5.31,86.56
6037,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,45,4.51,76.87
6038,M,Duncan,Dairy Person,Dairy,Quesnel,Stores,54,5.26,167
6039,M,Whistler,Dairy Person,Dairy,Squamish,Stores,44,4.18,61.78
6040,M,Whistler,Dairy Person,Dairy,Squamish,Stores,49,3.9,96.91
6041,F,Kitwanga,Shelf Stocker,Processed Foods,Terrace,Stores,41,5.3,33.15
6042,F,Invermere,Baker,Bakery,Cranbrook,Stores,41,4.87,100.26
6043,F,Surrey,Dairy Person,Dairy,Surrey,Stores,54,2.22,149.82
6044,F,Prince George,Shelf Stocker,Processed Foods,Prince George,Stores,27,3.56,0
6045,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,36,4.77,8.09
6046,M,Penticton,Dairy Person,Dairy,Kelowna,Stores,31,4.69,41
6047,M,Kelowna,Dairy Person,Dairy,Kelowna,Stores,38,6.4,109.74
6048,F,Langley,Dairy Person,Dairy,Langley,Stores,33,3.7,30.83
6049,F,Vanderhoof,Shelf Stocker,Processed Foods,Prince George,Stores,53,5.37,75.47
6050,F,Victoria,Baker,Bakery,Victoria,Stores,36,5.36,94.98
6051,M,Kamloops,Dairy Person,Dairy,Kamloops,Stores,41,4.67,102.18
6052,M,Kamloops,Dairy Person,Dairy,Kamloops,Stores,47,5.28,46.85
6053,M,Vernon,Shelf Stocker,Processed Foods,Vernon,Stores,52,7.49,75.3
6054,F,Creston,Baker,Bakery,Cranbrook,Stores,54,5,107.06
6055,F,Richmond,Baker,Bakery,Richmond,Stores,51,5.62,129.05
6056,F,Nelson,Produce Clerk,Produce,Nelson,Stores,35,2.77,30.7
6057,M,Union Bay,Shelf Stocker,Processed Foods,Nanaimo,Stores,47,5.49,68.26
6058,F,Kamloops,Dairy Person,Dairy,Kamloops,Stores,65,1.21,222.25
6059,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,47,4.46,82.3
6060,F,Victoria,Baker,Bakery,Victoria,Stores,48,4.45,58.38
6061,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,44,6.81,127.55
6062,F,Sicamous,Dairy Person,Dairy,Kelowna,Stores,41,5.62,79.34
6063,F,Chase,Dairy Person,Dairy,Kamloops,Stores,36,3.55,11.67
6064,F,New Westminister,Produce Clerk,Produce,New Westminister,Stores,41,2.33,76.01
6065,M,Duncan,Shelf Stocker,Processed Foods,Quesnel,Stores,55,3.93,100.81
6066,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,41,5.3,45.01
6067,F,Chetwynd,Shelf Stocker,Processed Foods,Prince George,Stores,45,6.67,112.1
6068,F,Jaffray,Baker,Bakery,Cranbrook,Stores,51,4.32,102.93
6069,M,Kelowna,Dairy Person,Dairy,Kelowna,Stores,44,3.48,21.4
6070,M,Port Alice,Shelf Stocker,Processed Foods,Nanaimo,Stores,35,4.69,22.51
6071,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,62,5.3,149.02
6072,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,41,3.28,47.95
6073,F,Qualicum Beach,Shelf Stocker,Processed Foods,Nanaimo,Stores,53,2.93,101.36
6074,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,45,3.96,60.09
6075,M,Penticton,Dairy Person,Dairy,Kelowna,Stores,22,5.07,0
6076,F,Fort St John,Baker,Bakery,Fort St John,Stores,41,6.31,80.6
6077,M,Victoria,Baker,Bakery,Victoria,Stores,37,1.49,0
6078,F,Richmond,Baker,Bakery,Richmond,Stores,27,3.11,0
6079,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,43,7.96,84.72
6080,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,33,4.01,46.48
6081,M,Chilliwack,Dairy Person,Dairy,Chilliwack,Stores,42,2.07,69.61
6082,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,46,3.51,109.1
6083,F,Vancouver,Baker,Bakery,Vancouver,Stores,24,5.21,0
6084,M,Vancouver,Baker,Bakery,Vancouver,Stores,34,5.28,20.49
6085,F,Vancouver,Baker,Bakery,Vancouver,Stores,29,5.56,27.65
6086,M,Celista,Dairy Person,Dairy,Kamloops,Stores,35,3.37,13.39
6087,M,Sardis,Dairy Person,Dairy,Chilliwack,Stores,56,3.84,120.13
6088,M,Huntingdon,Produce Clerk,Produce,Abbotsford,Stores,41,4.81,66.24
6089,F,Vancouver,Baker,Bakery,Vancouver,Stores,39,4.14,43.06
6090,M,Vancouver,Baker,Bakery,Vancouver,Stores,41,3.62,89
6091,F,Iskut,Cashier,Customer Service,Terrace,Stores,29,5.55,0
6092,M,New Westminister,Produce Clerk,Produce,New Westminister,Stores,53,4.29,119.24
6093,F,Klemtu,Dairy Person,Dairy,Bella Bella,Stores,40,3.83,38.48
6094,M,Port Hardy,Shelf Stocker,Processed Foods,Nanaimo,Stores,50,5.62,101.79
6095,M,Squamish,Dairy Person,Dairy,Squamish,Stores,41,3.64,31.59
6096,F,North Vancouver,Dairy Person,Dairy,North Vancouver,Stores,53,5.02,113.88
6097,F,Houston,Cashier,Customer Service,Terrace,Stores,39,4.41,0
6098,M,Vernon,Shelf Stocker,Processed Foods,Vernon,Stores,53,4.47,130.3
6099,M,Victoria,Baker,Bakery,Victoria,Stores,64,3.16,115.03
6100,F,Port Alberni,Shelf Stocker,Processed Foods,Nanaimo,Stores,24,5.81,0
6101,M,Vancouver,Baker,Bakery,Vancouver,Stores,41,3.14,57.91
6102,F,Ashcroft,Dairy Person,Dairy,Kamloops,Stores,38,6.42,39.71
6103,F,Surrey,Dairy Person,Dairy,Surrey,Stores,22,7.45,0
6104,F,Cranbrook,Baker,Bakery,Cranbrook,Stores,24,6.26,0
6105,F,Kamloops,Dairy Person,Dairy,Kamloops,Stores,36,6.04,36.09
6106,M,Vernon,Shelf Stocker,Processed Foods,Vernon,Stores,39,4.76,3.72
6107,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,43,8.01,59.98
6108,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,34,3.15,15.51
6109,F,Vancouver,Baker,Bakery,Vancouver,Stores,44,3.29,110.18
6110,M,Pouce Coupe,Baker,Bakery,Fort St John,Stores,40,8.06,23.67
6111,M,Princeton,Baker,Bakery,Princeton,Stores,61,2.61,142.01
6112,M,Port Mcneill,Shelf Stocker,Processed Foods,Nanaimo,Stores,31,3.81,19.66
6113,M,Nanaimo,Shelf Stocker,Processed Foods,Nanaimo,Stores,37,4.63,44.3
6114,M,North Pender Island,Baker,Bakery,Victoria,Stores,45,3.25,90.28
6115,F,North Vancouver,Dairy Person,Dairy,North Vancouver,Stores,57,5.45,186.91
6116,F,Lakelse Lake,Cashier,Customer Service,Terrace,Stores,45,5.46,58.63
6117,F,Campbell River,Shelf Stocker,Processed Foods,Nanaimo,Stores,56,2.44,123.47
6118,F,Nelson,Produce Clerk,Produce,Nelson,Stores,36,4.19,42.68
6119,M,Klemtu,Produce Clerk,Produce,Bella Bella,Stores,46,7.2,81.27
6120,F,Quadra Island,Baker,Bakery,Victoria,Stores,32,5.93,19.94
6121,M,Chilanko Forks,Dairy Person,Dairy,Williams Lake,Stores,43,6.37,49.67
6122,F,Nanaimo,Shelf Stocker,Processed Foods,Nanaimo,Stores,37,1.51,32.21
6123,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,47,3.52,45.43
6124,M,Vancouver,Baker,Bakery,Vancouver,Stores,51,4.89,79.17
6125,M,Kaslo,Baker,Bakery,Cranbrook,Stores,30,4.81,0
6126,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,45,4.5,31.2
6127,F,Enderby,Shelf Stocker,Processed Foods,Vernon,Stores,37,3.52,61.68
6128,M,Williams Lake,Dairy Person,Dairy,Williams Lake,Stores,31,6.01,0
6129,F,Manning Park,Dairy Person,Dairy,Chilliwack,Stores,28,4.23,5.01
6130,M,Golden,Baker,Bakery,Cranbrook,Stores,68,3.83,174.24
6131,M,Vancouver,Baker,Bakery,Vancouver,Stores,31,2.96,0
6132,M,Agassiz,Dairy Person,Dairy,Chilliwack,Stores,34,7.44,0
6133,M,Victoria,Baker,Bakery,Victoria,Stores,25,4.19,0
6134,F,Fort Nelson,Dairy Person,Dairy,Fort Nelson,Stores,53,9.56,103.92
6135,M,Richmond,Baker,Bakery,Richmond,Stores,42,1.99,21.22
6136,F,Vancouver,Baker,Bakery,Vancouver,Stores,47,4.64,110
6137,M,Kamloops,Dairy Person,Dairy,Kamloops,Stores,60,6.26,163.5
6138,F,Victoria,Baker,Bakery,Victoria,Stores,40,6.41,41.68
6139,M,Quesnel,Shelf Stocker,Processed Foods,Quesnel,Stores,39,4.9,39.92
6140,F,Whistler,Dairy Person,Dairy,Squamish,Stores,43,3.41,106.65
6141,F,Vancouver,Baker,Bakery,Vancouver,Stores,56,8.32,67.81
6142,M,Prince George,Shelf Stocker,Processed Foods,Prince George,Stores,39,5.59,0
6143,F,Vancouver,Baker,Bakery,Vancouver,Stores,29,4.86,0
6144,M,Westbank,Dairy Person,Dairy,Kelowna,Stores,43,7.52,56.57
6145,M,Sparwood,Baker,Bakery,Cranbrook,Stores,52,4.24,166.31
6146,F,Topley,Shelf Stocker,Processed Foods,Prince George,Stores,42,4.82,74.92
6147,M,Gibsons,Dairy Person,Dairy,West Vancouver,Stores,53,6.1,108.88
6148,M,Powell River,Shelf Stocker,Processed Foods,Nanaimo,Stores,46,5.68,106.95
6149,F,Ganges,Baker,Bakery,Victoria,Stores,25,8,0
6150,F,Vancouver,Baker,Bakery,Vancouver,Stores,47,4.86,69.55
6151,F,Kamloops,Dairy Person,Dairy,Kamloops,Stores,46,1.78,123.41
6152,M,Vancouver,Baker,Bakery,Vancouver,Stores,43,4.51,82.83
6153,F,Vancouver,Baker,Bakery,Vancouver,Stores,37,5.84,45.7
6154,M,Vancouver,Baker,Bakery,Vancouver,Stores,47,3.92,95.01
6155,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,28,4.56,0
6156,M,Sparwood,Baker,Bakery,Cranbrook,Stores,49,5.53,100.26
6157,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,52,5.68,110.93
6158,M,Terrace,Cashier,Customer Service,Terrace,Stores,44,3.08,36.97
6159,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,52,4.36,93.57
6160,F,Courtenay,Shelf Stocker,Processed Foods,Nanaimo,Stores,32,5.61,0
6161,M,Langley,Dairy Person,Dairy,Langley,Stores,44,5.53,32.59
6162,M,Prince George,Shelf Stocker,Processed Foods,Prince George,Stores,44,4.63,0
6163,M,Vancouver,Baker,Bakery,Vancouver,Stores,40,5.4,58.64
6164,M,Victoria,Baker,Bakery,Victoria,Stores,39,5.12,51.93
6165,F,Vancouver,Baker,Bakery,Vancouver,Stores,51,1.34,163.36
6166,M,Nanaimo,Shelf Stocker,Processed Foods,Nanaimo,Stores,40,4.77,64.95
6167,M,Salmon Arm,Dairy Person,Dairy,Kamloops,Stores,36,5.86,30.92
6168,F,Vancouver,Baker,Bakery,Vancouver,Stores,22,6.54,0
6169,F,Comox,Shelf Stocker,Processed Foods,Nanaimo,Stores,32,4.32,0
6170,M,Port Hardy,Shelf Stocker,Processed Foods,Nanaimo,Stores,47,3.54,95.08
6171,M,Vancouver,Baker,Bakery,Vancouver,Stores,53,4.55,128.29
6172,M,Prince George,Shelf Stocker,Processed Foods,Prince George,Stores,44,2.21,44.23
6173,F,Surrey,Dairy Person,Dairy,Surrey,Stores,41,3.86,51.87
6174,F,Coquitlam,Shelf Stocker,Processed Foods,Nanaimo,Stores,46,2.46,80.91
6175,M,Vancouver,Baker,Bakery,Vancouver,Stores,55,5.46,112.23
6176,M,Courtenay,Shelf Stocker,Processed Foods,Nanaimo,Stores,42,4.69,15.95
6177,M,Vancouver,Baker,Bakery,Vancouver,Stores,40,5.07,67.27
6178,M,Surrey,Dairy Person,Dairy,Surrey,Stores,55,6.94,104.05
6179,M,Cache Creek,Dairy Person,Dairy,Kamloops,Stores,53,3.37,119.57
6180,M,Vancouver,Baker,Bakery,Vancouver,Stores,43,7.98,51.57
6181,F,Hemlock Valley,Dairy Person,Dairy,Chilliwack,Stores,48,6.18,107.77
6182,F,Vancouver,Baker,Bakery,Vancouver,Stores,35,1.04,45.85
6183,F,Kelowna,Dairy Person,Dairy,Kelowna,Stores,17,5.59,0
6184,M,Vancouver,Baker,Bakery,Vancouver,Stores,38,5.78,46.15
6185,F,Grand Forks,Baker,Bakery,Grand Forks,Stores,66,5.87,158
6186,F,Vancouver,Baker,Bakery,Vancouver,Stores,48,4.69,95.1
6187,M,Vancouver,Baker,Bakery,Vancouver,Stores,60,7.06,117.83
6188,F,Penticton,Dairy Person,Dairy,Kelowna,Stores,62,5.35,176.66
6189,F,Vancouver,Baker,Bakery,Vancouver,Stores,32,4.13,0
6190,F,Vancouver,Baker,Bakery,Vancouver,Stores,49,5.65,129.46
6191,F,Merritt,Dairy Person,Dairy,Kamloops,Stores,46,2.56,107.49
6192,F,Grand Forks,Baker,Bakery,Grand Forks,Stores,52,6.98,109.15
6193,F,Vancouver,Baker,Bakery,Vancouver,Stores,36,4.61,31.88
6194,M,Vancouver,Baker,Bakery,Vancouver,Stores,38,4.27,0
6195,M,Christina Lake,Baker,Bakery,Grand Forks,Stores,54,3.16,131.78
6196,F,Vancouver,Baker,Bakery,Vancouver,Stores,41,4.81,51.57
6197,M,Kimberley,Baker,Bakery,Cranbrook,Stores,37,5.52,0
6198,M,Surrey,Dairy Person,Dairy,Surrey,Stores,37,4.64,34.93
6199,F,Vancouver,Baker,Bakery,Vancouver,Stores,28,4.44,0
6200,F,Vancouver,Baker,Bakery,Vancouver,Stores,51,3.15,132.03
6201,F,Richmond,Baker,Bakery,Richmond,Stores,44,4.55,95.26
6202,F,Surrey,Dairy Person,Dairy,Surrey,Stores,44,6.3,87.03
6203,M,Vavenby,Dairy Person,Dairy,Kamloops,Stores,47,4.77,74.59
6204,M,Gibsons,Dairy Person,Dairy,West Vancouver,Stores,44,3.88,84.14
6205,M,Courtenay,Shelf Stocker,Processed Foods,Nanaimo,Stores,38,3.75,59.42
6206,F,Balfour,Produce Clerk,Produce,Nelson,Stores,52,3,122.19
6207,M,Kelowna,Dairy Person,Dairy,Kelowna,Stores,27,5.27,0
6208,M,Good Hope Lake,Cashier,Customer Service,Terrace,Stores,43,4.84,88.31
6209,M,Vancouver,Baker,Bakery,Vancouver,Stores,43,5.77,72.38
6210,F,Vancouver,Baker,Bakery,Vancouver,Stores,30,5.09,0
6211,M,Victoria,Baker,Bakery,Victoria,Stores,39,6.69,0
6212,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,41,2.98,52.52
6213,F,Lakelse Lake,Cashier,Customer Service,Terrace,Stores,56,4.79,57.08
6214,F,Vancouver,Baker,Bakery,Vancouver,Stores,32,6.16,0
6215,F,Penticton,Dairy Person,Dairy,Kelowna,Stores,46,4.7,83
6216,M,Nimpo Lake,Dairy Person,Dairy,Williams Lake,Stores,33,2.06,32.06
6217,M,Port Alberni,Shelf Stocker,Processed Foods,Nanaimo,Stores,44,4.71,66.4
6218,M,Cranbrook,Baker,Bakery,Cranbrook,Stores,46,5.61,21.88
6219,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,56,5.67,115.28
6220,F,Vananda,Shelf Stocker,Processed Foods,Nanaimo,Stores,22,5.52,0
6221,F,Surrey,Dairy Person,Dairy,Surrey,Stores,28,5.07,0
6222,M,Port Alice,Shelf Stocker,Processed Foods,Nanaimo,Stores,55,3.71,136.58
6223,M,Surrey,Dairy Person,Dairy,Surrey,Stores,29,7.15,7.38
6224,M,Vancouver,Baker,Bakery,Vancouver,Stores,44,6.84,79.88
6225,M,Vernon,Shelf Stocker,Processed Foods,Vernon,Stores,56,8,133.55
6226,F,Rutland,Dairy Person,Dairy,Kelowna,Stores,44,6.57,79.84
6227,M,Victoria,Baker,Bakery,Victoria,Stores,65,6.61,168.3
6228,M,Vancouver,Baker,Bakery,Vancouver,Stores,56,2.87,105.72
6229,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,34,6.13,31.15
6230,M,Vancouver,Baker,Bakery,Vancouver,Stores,50,2.98,59.47
6231,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,31,5.5,0
6232,M,Victoria,Baker,Bakery,Victoria,Stores,37,1.85,14.42
6233,M,Surrey,Dairy Person,Dairy,Surrey,Stores,32,7.14,0
6234,F,Vancouver,Baker,Bakery,Vancouver,Stores,48,5.82,117.66
6235,M,Vancouver,Baker,Bakery,Vancouver,Stores,44,5.36,49.27
6236,M,Haney,Cashier,Customer Service,Haney,Stores,35,4.63,18.05
6237,F,Vancouver,Baker,Bakery,Vancouver,Stores,48,4.16,134.25
6238,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,45,4.33,66.87
6239,F,Fauquier,Dairy Person,Dairy,Trail,Stores,40,3.13,78.33
6240,F,Mission,Dairy Person,Dairy,Burnaby,Stores,36,2.95,0
6241,F,Armstrong,Shelf Stocker,Processed Foods,Vernon,Stores,46,0.65,97.34
6242,F,Whistler,Dairy Person,Dairy,Squamish,Stores,52,5.37,124.57
6243,F,Kelowna,Dairy Person,Dairy,Kelowna,Stores,44,3.56,69.07
6244,M,Vancouver,Baker,Bakery,Vancouver,Stores,43,5.19,82.06
6245,F,Richmond,Baker,Bakery,Richmond,Stores,40,3.86,49.5
6246,M,Fort Fraser,Shelf Stocker,Processed Foods,Prince George,Stores,40,4,13.66
6247,M,Haney,Cashier,Customer Service,Haney,Stores,41,4.68,4.93
6248,M,Fort Langley,Dairy Person,Dairy,Langley,Stores,47,4.8,79.43
6249,M,Richmond,Baker,Bakery,Richmond,Stores,56,5.22,142.61
6250,F,Vancouver,Baker,Bakery,Vancouver,Stores,38,2.85,47.7
6251,M,Williams Lake,Dairy Person,Dairy,Williams Lake,Stores,47,5.55,90.57
6252,M,Surrey,Dairy Person,Dairy,Surrey,Stores,46,6.37,35.47
6253,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,42,5.87,65.48
6254,F,Vancouver,Baker,Bakery,Vancouver,Stores,29,3.93,0
6255,F,Vancouver,Baker,Bakery,Vancouver,Stores,40,3.29,76.76
6256,F,Fort Langley,Dairy Person,Dairy,Langley,Stores,23,6.04,0
6257,F,Whistler,Shelf Stocker,Processed Foods,Squamish,Stores,39,2.8,17.91
6258,F,Vancouver,Baker,Bakery,Vancouver,Stores,43,2.57,70.5
6259,M,Victoria,Baker,Bakery,Victoria,Stores,43,2.89,53.3
6260,M,Vancouver,Baker,Bakery,Vancouver,Stores,33,3.8,8.14
6261,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,40,3.39,61.45
6262,F,Kelowna,Dairy Person,Dairy,Kelowna,Stores,65,4.69,158.98
6263,F,White Rock,Cashier,Customer Service,White Rock,Stores,40,6.13,49
6264,F,Vancouver,Baker,Bakery,Vancouver,Stores,44,3.67,37.76
6265,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,23,3.89,0
6266,F,Richmond,Dairy Person,Dairy,Richmond,Stores,59,8.21,142.48
6267,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,40,6.21,68.6
6268,F,Duncan,Shelf Stocker,Processed Foods,Quesnel,Stores,39,5.76,35.61
6269,M,Fort Langley,Dairy Person,Dairy,Langley,Stores,40,6.59,12.16
6270,M,Port Coquitlam,Cashier,Customer Service,Port Coquitlam,Stores,43,4.77,59.68
6271,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,41,5.4,78.59
6272,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,38,2.7,96.01
6273,F,Squamish,Shelf Stocker,Processed Foods,Squamish,Stores,42,2.44,97.87
6274,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,34,6.99,7.28
6275,M,Peachland,Dairy Person,Dairy,Kelowna,Stores,50,4.35,92.54
6276,M,Qualicum Beach,Shelf Stocker,Processed Foods,Nanaimo,Stores,33,4.91,0
6277,F,Quesnel,Shelf Stocker,Processed Foods,Quesnel,Stores,32,3.53,0
6278,F,Blueberry,Dairy Person,Dairy,Kamloops,Stores,41,4.39,30.6
6279,F,Richmond,Dairy Person,Dairy,Richmond,Stores,47,5.85,104.83
6280,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,26,0.98,0
6281,M,Abbotsford,Baker,Bakery,Abbotsford,Stores,42,5.35,89.33
6282,F,Grassy Plains,Shelf Stocker,Processed Foods,Prince George,Stores,40,3.26,92.79
6283,F,Sparwood,Baker,Bakery,Cranbrook,Stores,29,4.57,0
6284,M,White Rock,Cashier,Customer Service,White Rock,Stores,36,4.86,36.98
6285,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,48,4.26,149.17
6286,F,Oyster River,Shelf Stocker,Processed Foods,Nanaimo,Stores,43,4.89,86.85
6287,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,38,5.84,0
6288,F,Courtenay,Shelf Stocker,Processed Foods,Nanaimo,Stores,49,3.73,55.71
6289,M,Clinton,Dairy Person,Dairy,Kamloops,Stores,41,3.29,29.95
6290,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,42,2.95,85.33
6291,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,56,5.62,112.89
6292,F,Aldergrove,Baker,Bakery,Aldergrove,Stores,39,4.74,70.75
6293,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,43,3.5,34.76
6294,F,Osoyoos,Dairy Person,Dairy,Kelowna,Stores,58,6.53,195.13
6295,M,Fruitvale,Dairy Person,Dairy,Kelowna,Stores,45,5.41,95.53
6296,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,48,4.92,37.61
6297,F,North Vancouver,Shelf Stocker,Processed Foods,North Vancouver,Stores,48,5.31,107.26
6298,M,Kamloops,Dairy Person,Dairy,Kamloops,Stores,35,3.14,19.84
6299,F,Mission,Dairy Person,Dairy,Burnaby,Stores,50,6.12,82.93
6300,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,35,3.27,49.75
6301,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,30,3.62,0
6302,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,27,4.27,0
6303,F,North Vancouver,Shelf Stocker,Processed Foods,North Vancouver,Stores,52,3.1,130.31
6304,M,Kamloops,Dairy Person,Dairy,Kamloops,Stores,46,4.51,65.21
6305,F,Victoria,Baker,Bakery,Victoria,Stores,44,4.08,70.84
6306,M,Campbell River,Shelf Stocker,Processed Foods,Nanaimo,Stores,46,5.77,46.48
6307,F,Agassiz,Dairy Person,Dairy,Chilliwack,Stores,48,3.71,83.72
6308,M,Victoria,Baker,Bakery,Victoria,Stores,44,6.44,51.6
6309,F,Victoria,Baker,Bakery,Victoria,Stores,34,5.52,25.61
